"institution_display_name","institution_id","institution_ror","institution_country_code"
"National Clinical Research Center for Digestive Diseases","https://openalex.org/I4210089514","https://ror.org/00a2x9d51","CN"
"National Council for Scientific Research","https://openalex.org/I4210097719","https://ror.org/00x9ewr78","LB"
"National Council of Applied Economic Research","https://openalex.org/I4210127254","https://ror.org/03hm0sm79","IN"
"National Defense Medical Center","https://openalex.org/I68171755","https://ror.org/02bn97g32","TW"
"National Economics University","https://openalex.org/I138622004","https://ror.org/021xbwv17","VN"
"National Engineering Research Center of Electromagnetic Radiation Control Materials","https://openalex.org/I4210124847","https://ror.org/02k4dcs46","CN"
"National Federation of the Blind","https://openalex.org/I1329219376","https://ror.org/059zg8r51","US"
"National Graduate Institute for Policy Studies","https://openalex.org/I116292333","https://ror.org/03gz5xp73","JP"
"National Hospital for Neurology and Neurosurgery","https://openalex.org/I4210151618","https://ror.org/048b34d51","GB"
"National Human Genome Research Institute","https://openalex.org/I4210090236","https://ror.org/00baak391","US"
"National Institute for Communicable Disease Control and Prevention","https://openalex.org/I4210146685","https://ror.org/04f7g6845","CN"
"National Institute for Nuclear Physics","https://openalex.org/I160013858","https://ror.org/005ta0471","IT"
"National Institute for Occupational Safety and Health","https://openalex.org/I198423848","https://ror.org/0502a2655","US"
"National Institute for Viral Disease Control and Prevention","https://openalex.org/I4210140986","https://ror.org/04b1sh213","CN"
"National Institute of Advanced Industrial Science and Technology","https://openalex.org/I73613424","https://ror.org/01703db54","JP"
"National Institute of Allergy and Infectious Diseases","https://openalex.org/I4210134534","https://ror.org/043z4tv69","US"
"National Institute of Biomedical Genomics","https://openalex.org/I4210158866","https://ror.org/057y6sk36","IN"
"National Institute of Economic and Social Research","https://openalex.org/I6932186","https://ror.org/048m81442","GB"
"National Institute of Environmental Health Sciences","https://openalex.org/I4210095140","https://ror.org/00j4k1h63","US"
"National Institute of Informatics","https://openalex.org/I184597095","https://ror.org/04ksd4g47","JP"
"National Institute of Measurement and Testing Technology","https://openalex.org/I4210087493","https://ror.org/002qybp75","CN"
"National Institute of Mental Health","https://openalex.org/I4210160792","https://ror.org/04t0s7x83","JP"
"National Institute of Mental Health","https://openalex.org/I4210158500","https://ror.org/04xeg9z08","US"
"National Institute of Standards and Technology","https://openalex.org/I1321296531","https://ror.org/05xpvk416","US"
"National Institute of Statistics and Economic Studies","https://openalex.org/I4210150579","https://ror.org/03v6yxf25","FR"
"National Institute of Statistics and Economic Studies","https://openalex.org/I1339876250","https://ror.org/03v6yxf25","FR"
"National Institute of Technology Durgapur","https://openalex.org/I155837530","https://ror.org/04ds0jm32","IN"
"National Institute of Technology, Oyama College","https://openalex.org/I4210137284","https://ror.org/040mta007","JP"
"National Institutes for Food and Drug Control","https://openalex.org/I4210136676","https://ror.org/041rdq190","CN"
"National Institutes of Health","https://openalex.org/I1299303238","https://ror.org/01cwqze88","US"
"National Instruments (Ireland)","https://openalex.org/I117895437","https://ror.org/03b4j0710","IE"
"National Jewish Health","https://openalex.org/I3019586173","https://ror.org/016z2bp30","US"
"National Museum of Natural History","https://openalex.org/I4210153025","https://ror.org/04a4v0j95","BG"
"National Natural Science Foundation of China","https://openalex.org/I102398690","https://ror.org/01h0zpd94","CN"
"National Opinion Research Center","https://openalex.org/I4210117923","https://ror.org/02f0bym65","US"
"National Pedagogic University","https://openalex.org/I90757844","https://ror.org/023m5rq87","MX"
"National Postdoctoral Association","https://openalex.org/I4210104914","https://ror.org/01gsm0s82","US"
"National Power (United Kingdom)","https://openalex.org/I4210165075","https://ror.org/05rnt2n49","GB"
"National Public Health and Medical Officer Service","https://openalex.org/I4210103160","https://ror.org/01d183086","HU"
"National Renewable Energy Laboratory","https://openalex.org/I1297288678","https://ror.org/036266993","US"
"National Research Council","https://openalex.org/I4210134243","https://ror.org/03bjn0010","LK"
"National Research Institute for Agriculture, Food and Environment","https://openalex.org/I4210088668","https://ror.org/003vg9w96","FR"
"National Research University Higher School of Economics","https://openalex.org/I118501908","https://ror.org/055f7t516","RU"
"National Science Foundation","https://openalex.org/I1311060795","https://ror.org/021nxhr62","US"
"National Science Library","https://openalex.org/I4210148850","https://ror.org/04ndjyr10","CN"
"National Space Science Center","https://openalex.org/I4210115570","https://ror.org/02nnjtm50","CN"
"National Student Clearinghouse Research Center","https://openalex.org/I4210150896","https://ror.org/05ppfa149","US"
"National Synchrotron Radiation Laboratory","https://openalex.org/I4210149848","https://ror.org/03rx2tr07","CN"
"National Taiwan Ocean University","https://openalex.org/I153512688","https://ror.org/03bvvnt49","TW"
"National Taiwan University","https://openalex.org/I16733864","https://ror.org/05bqach95","TW"
"National Time Service Center","https://openalex.org/I4210093645","https://ror.org/00655qp86","CN"
"National University Hospital","https://openalex.org/I4210146690","https://ror.org/04fp9fm22","SG"
"National University of Computer and Emerging Sciences","https://openalex.org/I201384688","https://ror.org/003eyb898","PK"
"National University of La Pampa","https://openalex.org/I197025333","https://ror.org/02c21vy68","AR"
"National University of La Plata","https://openalex.org/I874386039","https://ror.org/01tjs6929","AR"
"National University of Mar del Plata","https://openalex.org/I189075073","https://ror.org/055eqsb67","AR"
"National University of Singapore","https://openalex.org/I165932596","https://ror.org/01tgyzw49","SG"
"National Yang Ming Chiao Tung University","https://openalex.org/I148366613","https://ror.org/00se2k293","TW"
"Nationwide Children's Hospital","https://openalex.org/I1314135232","https://ror.org/003rfsp33","US"
"Naval Medical Center Portsmouth","https://openalex.org/I1303481939","https://ror.org/04vxq1969","US"
"Naval Postgraduate School","https://openalex.org/I35364215","https://ror.org/033yfkj90","US"
"Navicent Health","https://openalex.org/I1285730425","https://ror.org/00qd1fk85","US"
"Network Technologies (United States)","https://openalex.org/I4210167249","https://ror.org/05xnsth60","US"
"NeuroGenetic Pharmaceuticals (United States)","https://openalex.org/I4210138987","https://ror.org/04693s912","US"
"Neurobehavioral Systems","https://openalex.org/I4210102685","https://ror.org/018d33y89","US"
"Neurological Surgery","https://openalex.org/I4210157890","https://ror.org/04r0gp612","US"
"Neuropsychiatric Research Institute","https://openalex.org/I4210093608","https://ror.org/00mvwb842","US"
"New College","https://openalex.org/I4210149706","https://ror.org/05ab3fa41","GB"
"New Economic School","https://openalex.org/I116555385","https://ror.org/033904843","RU"
"New England Biolabs (United States)","https://openalex.org/I115020962","https://ror.org/04ywg3445","US"
"New Jersey Institute of Technology","https://openalex.org/I118118575","https://ror.org/05e74xb87","US"
"New Orleans Public Library","https://openalex.org/I4210112134","https://ror.org/01v6rb042","US"
"New School","https://openalex.org/I102179633","https://ror.org/02tvcev59","US"
"New Schools for Chicago","https://openalex.org/I4210092200","https://ror.org/01cgf9k20","US"
"New York Academy of Medicine","https://openalex.org/I1301626629","https://ror.org/00mwdv335","US"
"New York City Department of Health and Mental Hygiene","https://openalex.org/I1334095494","https://ror.org/01gst4g14","US"
"New York Hospital Queens","https://openalex.org/I2801107848","https://ror.org/01j17xg39","US"
"New York Institute of Technology","https://openalex.org/I4210104314","https://ror.org/01bghzb51","US"
"New York Medical College","https://openalex.org/I181190671","https://ror.org/03dkvy735","US"
"New York State Department of State","https://openalex.org/I1342350481","https://ror.org/04dh87p33","US"
"New York State Office for People With Developmental Disabilities","https://openalex.org/I2801410662","https://ror.org/00b6kjb41","US"
"New York State School of Industrial and Labor Relations","https://openalex.org/I4210098983","https://ror.org/00zg6dt46","US"
"New York State University College of Human Ecology","https://openalex.org/I4210144145","https://ror.org/047g2xp14","US"
"New York University","https://openalex.org/I57206974","https://ror.org/0190ak572","US"
"New York University Abu Dhabi","https://openalex.org/I120250893","https://ror.org/00e5k0821","AE"
"New York University Langone Medical Center","https://openalex.org/I4210086933","https://ror.org/005dvqh91","US"
"NewYork–Presbyterian Hospital","https://openalex.org/I1340179700","https://ror.org/03gzbrs57","US"
"Newcastle University","https://openalex.org/I84884186","https://ror.org/01kj2bm70","GB"
"Nexteer Automotive (United States)","https://openalex.org/I4210146689","https://ror.org/04fkpdv59","US"
"Nexus Institute for Cooperation Management and Interdisciplinary Research","https://openalex.org/I4210119035","https://ror.org/02hrrdm75","DE"
"Ningbo Institute of Industrial Technology","https://openalex.org/I4210165339","https://ror.org/05nqg3g04","CN"
"Ningbo No.6 Hospital","https://openalex.org/I4210164142","https://ror.org/054qnke07","CN"
"Ningbo University","https://openalex.org/I109935558","https://ror.org/03et85d35","CN"
"Ningxia Medical University","https://openalex.org/I4210127460","https://ror.org/02h8a1848","CN"
"Ningxia University","https://openalex.org/I21642278","https://ror.org/04j7b2v61","CN"
"Nobel Foundation","https://openalex.org/I4210124311","https://ror.org/0343nmw38","SE"
"Norfolk and Norwich University Hospitals NHS Foundation Trust","https://openalex.org/I2800371493","https://ror.org/01wspv808","GB"
"North Carolina Central University","https://openalex.org/I123127086","https://ror.org/051r3tx83","US"
"North Carolina State University","https://openalex.org/I137902535","https://ror.org/04tj63d06","US"
"North China Electric Power University","https://openalex.org/I153473198","https://ror.org/04qr5t414","CN"
"North China Institute of Science and Technology","https://openalex.org/I132210918","https://ror.org/0096c7651","CN"
"North China University of Science and Technology","https://openalex.org/I137506752","https://ror.org/04z4wmb81","CN"
"North Dakota State University","https://openalex.org/I57328836","https://ror.org/05h1bnb22","US"
"North Florida/South Georgia Veterans Health System","https://openalex.org/I4210118777","https://ror.org/02r7md321","US"
"North Middlesex Hospital","https://openalex.org/I4210153090","https://ror.org/00eph4903","GB"
"North University of China","https://openalex.org/I135714990","https://ror.org/047bp1713","CN"
"North West Agriculture and Forestry University","https://openalex.org/I4210088176","https://ror.org/0051rme32","CN"
"North West Agriculture and Forestry University","https://openalex.org/I89652312","https://ror.org/0051rme32","CN"
"North Yorkshire County Council","https://openalex.org/I4210094604","https://ror.org/009bgdw98","GB"
"North-Caucasus Federal University","https://openalex.org/I210043505","https://ror.org/05g1k4d79","RU"
"NorthShore University HealthSystem","https://openalex.org/I1339509835","https://ror.org/04tpp9d61","US"
"Northeast Agricultural University","https://openalex.org/I169572211","https://ror.org/0515nd386","CN"
"Northeast Forestry University","https://openalex.org/I47689461","https://ror.org/02yxnh564","CN"
"Northeast Normal University","https://openalex.org/I184983240","https://ror.org/02rkvz144","CN"
"Northeastern Illinois University","https://openalex.org/I27639287","https://ror.org/04edns687","US"
"Northeastern University","https://openalex.org/I9224756","https://ror.org/03awzbc87","CN"
"Northeastern University","https://openalex.org/I12912129","https://ror.org/04t5xt781","US"
"Northern Arizona University","https://openalex.org/I203172682","https://ror.org/0272j5188","US"
"Northern Jiangsu People's Hospital","https://openalex.org/I4210137355","https://ror.org/04gz17b59","CN"
"Northern Sydney Local Health District","https://openalex.org/I4210119033","https://ror.org/02hmf0879","AU"
"Northwest Institute For Non-Ferrous Metal Research","https://openalex.org/I4210108268","https://ror.org/01g0gmx67","CN"
"Northwest Institute of Eco-Environment and Resources","https://openalex.org/I4210106526","https://ror.org/01jz1e142","CN"
"Northwest Normal University","https://openalex.org/I68986083","https://ror.org/00gx3j908","CN"
"Northwest University","https://openalex.org/I37802460","https://ror.org/00z3td547","CN"
"Northwestern Memorial Hospital","https://openalex.org/I4210089162","https://ror.org/009543z50","US"
"Northwestern Polytechnic University","https://openalex.org/I99418890","https://ror.org/05wn69s11","US"
"Northwestern Polytechnical University","https://openalex.org/I17145004","https://ror.org/01y0j0j86","CN"
"Northwestern University","https://openalex.org/I111979921","https://ror.org/000e0be47","US"
"Northwestern University","https://openalex.org/I4210100400","https://ror.org/00m6w7z96","PH"
"Northwick Park Hospital","https://openalex.org/I2802052328","https://ror.org/030j6qm79","GB"
"Norwegian Institute of International Affairs","https://openalex.org/I1289895318","https://ror.org/01pznaa94","NO"
"Norwegian School of Economics","https://openalex.org/I931913249","https://ror.org/04v53s997","NO"
"Norwegian University of Science and Technology","https://openalex.org/I204778367","https://ror.org/05xg72x27","NO"
"Notre Dame of Dadiangas University","https://openalex.org/I3132061591","https://ror.org/009yjbg58","PH"
"Novartis (China)","https://openalex.org/I4210091341","https://ror.org/00fxgea47","CN"
"Novartis (Denmark)","https://openalex.org/I4210122481","https://ror.org/027f4r073","DK"
"Novartis (Switzerland)","https://openalex.org/I1283582996","https://ror.org/02f9zrr09","CH"
"Novem (Netherlands)","https://openalex.org/I4210090073","https://ror.org/008d47791","NL"
"OGT Amenity (Ireland)","https://openalex.org/I4210156198","https://ror.org/056k8rb32","IE"
"ON Semiconductor (United States)","https://openalex.org/I100625452","https://ror.org/03nw6pt28","US"
"ORCID","https://openalex.org/I4210142152","https://ror.org/04fa4r544","US"
"Oak Ridge National Laboratory","https://openalex.org/I1289243028","https://ror.org/01qz5mb56","US"
"Oberlin College","https://openalex.org/I70571728","https://ror.org/05ac26z88","US"
"Obstetrics and Gynecology Hospital of Fudan University","https://openalex.org/I4210146205","https://ror.org/04rhdtb47","CN"
"Occidental College","https://openalex.org/I72903472","https://ror.org/01mxmpy39","US"
"Ocean University of China","https://openalex.org/I59028903","https://ror.org/04rdtx186","CN"
"Office of International Affairs","https://openalex.org/I4210146201","https://ror.org/05ek3m339","US"
"Office of Research Services","https://openalex.org/I4210127607","https://ror.org/02yrzyf97","US"
"Ogilvy Public Relations (United States)","https://openalex.org/I4210152498","https://ror.org/04sp9ac55","US"
"Ohio Business College","https://openalex.org/I4210124913","https://ror.org/02zndy744","US"
"Ohio University","https://openalex.org/I4210106879","https://ror.org/01jr3y717","US"
"Ohio University Lancaster","https://openalex.org/I22759111","https://ror.org/03kf4rc21","US"
"Oil Crops Research Institute","https://openalex.org/I4210142396","https://ror.org/0354r6c10","CN"
"Oita University","https://openalex.org/I188815454","https://ror.org/01nyv7k26","JP"
"Okanagan College","https://openalex.org/I198387804","https://ror.org/04k2ezm16","CA"
"Oklahoma State University","https://openalex.org/I115475287","https://ror.org/01g9vbr38","US"
"Oklahoma State University Center for Health Sciences","https://openalex.org/I74022624","https://ror.org/02mfxdp77","US"
"Oklahoma State University Oklahoma City","https://openalex.org/I4210131712","https://ror.org/03y1zyv86","US"
"Old Dominion University","https://openalex.org/I81365321","https://ror.org/04zjtrb98","US"
"Oldham Council","https://openalex.org/I4210164339","https://ror.org/05cxzzq07","GB"
"Ollscoil na Gaillimhe – University of Galway","https://openalex.org/I188760350","https://ror.org/03bea9k73","IE"
"Ome Municipal General Hospital","https://openalex.org/I4210098130","https://ror.org/00yv3xr02","JP"
"OmniVision Technologies (United States)","https://openalex.org/I4210094826","https://ror.org/00q4gxb20","US"
"Ono Pharmaceutical (Japan)","https://openalex.org/I4210112155","https://ror.org/022jefx64","JP"
"Optics Technology (United States)","https://openalex.org/I4210146164","https://ror.org/04dwrr446","US"
"Oracle (United States)","https://openalex.org/I1342911587","https://ror.org/006c77m33","US"
"Orange (Poland)","https://openalex.org/I126469861","https://ror.org/05dt0hn88","PL"
"Ordnance Engineering College","https://openalex.org/I4210122191","https://ror.org/02mn08y26","CN"
"Oregon Health & Science University","https://openalex.org/I165690674","https://ror.org/009avj582","US"
"Oregon Institute of Technology","https://openalex.org/I129871486","https://ror.org/03c36x865","US"
"Oregon State University","https://openalex.org/I131249849","https://ror.org/00ysfqy60","US"
"Organisation For Economic Co-Operation and Development","https://openalex.org/I1288051870","https://ror.org/0438wbg98","FR"
"Organization of American States","https://openalex.org/I1343712763","https://ror.org/038z5mp14","US"
"Orlando Health","https://openalex.org/I147878501","https://ror.org/0488cct49","US"
"Orthopaedic Center","https://openalex.org/I4210088403","https://ror.org/004amc442","US"
"Osaka Hospital","https://openalex.org/I4210124582","https://ror.org/02wcsw791","JP"
"Osaka Prefecture University","https://openalex.org/I15807432","https://ror.org/02cf1je33","JP"
"Osaka University","https://openalex.org/I98285908","https://ror.org/035t8zc32","JP"
"Ospedale Policlinico San Martino","https://openalex.org/I4210146472","https://ror.org/04d7es448","IT"
"Ospedale Sant Antonio","https://openalex.org/I4210105384","https://ror.org/01eb9tc45","IT"
"Oswaldo Cruz Foundation","https://openalex.org/I52325","https://ror.org/04jhswv08","BR"
"Ottawa University","https://openalex.org/I9374425","https://ror.org/04jscf286","US"
"Otto-von-Guericke University Magdeburg","https://openalex.org/I95793202","https://ror.org/00ggpsq73","DE"
"Overseas Chinese University","https://openalex.org/I207776796","https://ror.org/01j9jq089","TW"
"Oxford Centre for Mission Studies","https://openalex.org/I4210136001","https://ror.org/040059s22","GB"
"Oxford Institute for Energy Studies","https://openalex.org/I4210156248","https://ror.org/04f1srs73","GB"
"Oxford University Press (United Kingdom)","https://openalex.org/I2802626578","https://ror.org/0336mm561","GB"
"PE International (Germany)","https://openalex.org/I186563081","https://ror.org/01bss2h67","DE"
"PLA 306 Hospital","https://openalex.org/I4210107698","https://ror.org/01k0q5v34","CN"
"PLA Army Engineering University","https://openalex.org/I4210163363","https://ror.org/05mgp8x93","CN"
"PLA Information Engineering University","https://openalex.org/I169689159","https://ror.org/00mm1qk40","CN"
"PLA Navy General Hospital","https://openalex.org/I4210140386","https://ror.org/036dyz052","CN"
"PSL Research University","https://openalex.org/I2746051580","https://ror.org/013cjyk83","FR"
"Pacific Northwest National Laboratory","https://openalex.org/I142606810","https://ror.org/05h992307","US"
"Pacific Research Institute","https://openalex.org/I2802487149","https://ror.org/0426ffx42","US"
"Pacific States University","https://openalex.org/I893082629","https://ror.org/05nqdns93","US"
"Pacific University","https://openalex.org/I4210149261","https://ror.org/059z5w858","US"
"Paderborn University","https://openalex.org/I206945453","https://ror.org/058kzsd48","DE"
"Padjadjaran University","https://openalex.org/I91819753","https://ror.org/00xqf8t64","ID"
"Pain and Rehabilitation Medicine","https://openalex.org/I4210165473","https://ror.org/00f70np64","US"
"Palmetto Hematology Oncology","https://openalex.org/I4210111906","https://ror.org/019cqhg34","US"
"Palo Alto University","https://openalex.org/I1743320","https://ror.org/04f812k67","US"
"Paris School of Economics","https://openalex.org/I57995698","https://ror.org/01qtp1053","FR"
"Park University","https://openalex.org/I4179309","https://ror.org/04ngpga37","US"
"Parkland Health & Hospital System","https://openalex.org/I1286960001","https://ror.org/04rt7ps04","US"
"Parkland Memorial Hospital","https://openalex.org/I1284037270","https://ror.org/0208r0146","US"
"Parliament of Australia","https://openalex.org/I2800587215","https://ror.org/04w9gdv63","AU"
"Parsons (United States)","https://openalex.org/I1320675724","https://ror.org/001sezm06","US"
"Parthenope University of Naples","https://openalex.org/I183638586","https://ror.org/05pcv4v03","IT"
"Patten University","https://openalex.org/I273823604","https://ror.org/00epbww69","US"
"Państwowa Wyższa Szkoła Zawodowa w Ciechanowie","https://openalex.org/I4210086732","https://ror.org/002b21721","PL"
"Pearson (United States)","https://openalex.org/I1283104182","https://ror.org/02naadr48","US"
"Pediatrics and Genetics","https://openalex.org/I4210147155","https://ror.org/03t432d20","US"
"Peking Union Medical College Hospital","https://openalex.org/I2801228662","https://ror.org/04jztag35","CN"
"Peking University","https://openalex.org/I20231570","https://ror.org/02v51f717","CN"
"Peking University Cancer Hospital","https://openalex.org/I4210093964","https://ror.org/00nyxxr91","CN"
"Peking University First Hospital","https://openalex.org/I4210130930","https://ror.org/02z1vqm45","CN"
"Peking University Third Hospital","https://openalex.org/I4210141942","https://ror.org/04wwqze12","CN"
"Pennsylvania Hospital","https://openalex.org/I2800191209","https://ror.org/03mvdc478","US"
"Pennsylvania State University","https://openalex.org/I130769515","https://ror.org/04p491231","US"
"People's Hospital of Yangzhong","https://openalex.org/I4210154176","https://ror.org/0528c5w53","CN"
"People’s Hospital of Rizhao","https://openalex.org/I4210097707","https://ror.org/00w7jwe49","CN"
"Perinatal Institute","https://openalex.org/I4210129509","https://ror.org/03dh12p89","GB"
"Petroleum of Venezuela (Venezuela)","https://openalex.org/I4210142909","https://ror.org/04ks7cj51","VE"
"Pfizer (United States)","https://openalex.org/I180857899","https://ror.org/01xdqrp08","US"
"Philadelphia College of Osteopathic Medicine","https://openalex.org/I106460735","https://ror.org/00m9c2804","US"
"Philadelphia Fire Department","https://openalex.org/I67527582","https://ror.org/000apqb71","US"
"Philadelphia University","https://openalex.org/I922845939","https://ror.org/03zzmyz63","US"
"Philipps University of Marburg","https://openalex.org/I161103922","https://ror.org/01rdrb571","DE"
"Philips (Finland)","https://openalex.org/I1329325741","https://ror.org/01g4jev56","FI"
"Philips (India)","https://openalex.org/I4210133649","https://ror.org/0435vfk93","IN"
"Philips (United States)","https://openalex.org/I4210131230","https://ror.org/03kw6wr76","US"
"Phillips 66 (United States)","https://openalex.org/I4210088781","https://ror.org/0099f7q64","US"
"Phillips Exeter Academy","https://openalex.org/I2800015558","https://ror.org/03cde6p20","US"
"Phoenix (United States)","https://openalex.org/I4210104856","https://ror.org/01ggenr10","US"
"Piaggio (Italy)","https://openalex.org/I1300504238","https://ror.org/00r254y42","IT"
"Piedmont Atlanta Hospital","https://openalex.org/I2801405887","https://ror.org/0008s4w86","US"
"Pingdingshan University","https://openalex.org/I151878197","https://ror.org/026c29h90","CN"
"Pittsburg State University","https://openalex.org/I4780363","https://ror.org/04hteea03","US"
"Plastic Surgery Hospital","https://openalex.org/I4210092004","https://ror.org/00fk0yb75","CN"
"Pohang University of Science and Technology","https://openalex.org/I123900574","https://ror.org/04xysgw12","KR"
"Policy Analysis (United States)","https://openalex.org/I4210122455","https://ror.org/02jxrxr40","US"
"Politecnico di Milano","https://openalex.org/I93860229","https://ror.org/01nffqt88","IT"
"Polytechnic Institute of Coimbra","https://openalex.org/I293362453","https://ror.org/01n8x4993","PT"
"Pomona College","https://openalex.org/I177881444","https://ror.org/0074grg94","US"
"Pompeu Fabra University","https://openalex.org/I170486558","https://ror.org/04n0g0b29","ES"
"Pontifical Catholic University of Peru","https://openalex.org/I65285256","https://ror.org/00013q465","PE"
"Pontifical Catholic University of Rio de Janeiro","https://openalex.org/I2699952","https://ror.org/01dg47b60","BR"
"Pontificia Universidad Católica de Chile","https://openalex.org/I162148367","https://ror.org/04teye511","CL"
"Pontificia Universidad Javeriana","https://openalex.org/I233745408","https://ror.org/03etyjw28","CO"
"Population Council","https://openalex.org/I4210132262","https://ror.org/03zjj0p70","US"
"Portland State University","https://openalex.org/I126345244","https://ror.org/00yn2fy02","US"
"Portsmouth College","https://openalex.org/I3129963184","https://ror.org/05gdfay69","GB"
"Prague University of Economics and Business","https://openalex.org/I35913352","https://ror.org/029ecwj92","CZ"
"Pratham","https://openalex.org/I4210122899","https://ror.org/03sj0r759","IN"
"Pre School Learning Alliance","https://openalex.org/I4210095311","https://ror.org/00wbxbw73","GB"
"Presbyterian Hospital","https://openalex.org/I4210096498","https://ror.org/00n2w1t65","US"
"Prevention Institute","https://openalex.org/I2801753046","https://ror.org/02xdygm42","US"
"Princess Margaret Hospital for Children","https://openalex.org/I2800419323","https://ror.org/04ec98z42","AU"
"Princeton Plasma Physics Laboratory","https://openalex.org/I2799567181","https://ror.org/03vn1ts68","US"
"Princeton Public Schools","https://openalex.org/I2800565835","https://ror.org/041m1e551","US"
"Princeton University","https://openalex.org/I20089843","https://ror.org/00hx57361","US"
"Program for Appropriate Technology in Health","https://openalex.org/I1304598786","https://ror.org/02ycvrx49","US"
"Program for Appropriate Technology in Health","https://openalex.org/I4210099049","https://ror.org/0150cj610","IN"
"Protéomique, Réponse Inflammatoire et Spectrométrie de Masse","https://openalex.org/I4210164350","https://ror.org/05dm3m993","FR"
"Providence College","https://openalex.org/I196272386","https://ror.org/00rxpqe74","US"
"Provo College","https://openalex.org/I4210095288","https://ror.org/00y3pb435","US"
"Psychiatry Research Trust","https://openalex.org/I4210114595","https://ror.org/01ywejq18","GB"
"Public Economics","https://openalex.org/I4210113354","https://ror.org/02z9j6m75","FR"
"Public Health Department","https://openalex.org/I4210092035","https://ror.org/00m9dbm09","IN"
"Public Health Ontario","https://openalex.org/I4210125326","https://ror.org/025z8ah66","CA"
"Public Policy Institute of California","https://openalex.org/I1296812847","https://ror.org/03jy13477","US"
"Pulmonary and Allergy Associates","https://openalex.org/I4210121221","https://ror.org/01wx55d31","US"
"Purdue University System","https://openalex.org/I2801333002","https://ror.org/05p8z3f47","US"
"Purdue University West Lafayette","https://openalex.org/I219193219","https://ror.org/02dqehb95","US"
"Purple Mountain Observatory","https://openalex.org/I2802340896","https://ror.org/02eb4t121","CN"
"QIMR Berghofer Medical Research Institute","https://openalex.org/I217937681","https://ror.org/004y8wk30","AU"
"Qi2","https://openalex.org/I4210119527","https://ror.org/021wvan87","US"
"Qianjiang Central Hospital","https://openalex.org/I4210112295","https://ror.org/0238gcb09","CN"
"Qihe People's Hospital","https://openalex.org/I4210123288","https://ror.org/021mpp443","CN"
"Qilu Hospital of Shandong University","https://openalex.org/I4210161528","https://ror.org/056ef9489","CN"
"Qilu Normal University","https://openalex.org/I4210097715","https://ror.org/00wztsq19","CN"
"Qilu University of Technology","https://openalex.org/I152269853","https://ror.org/04hyzq608","CN"
"Qingdao Agricultural University","https://openalex.org/I146773158","https://ror.org/051qwcj72","CN"
"Qingdao Eighth People's Hospital","https://openalex.org/I4210162685","https://ror.org/03xv0cg46","CN"
"Qingdao Municipal Hospital","https://openalex.org/I4210119987","https://ror.org/02jqapy19","CN"
"Qingdao University","https://openalex.org/I108688024","https://ror.org/021cj6z65","CN"
"Qingdao University of Science and Technology","https://openalex.org/I143413998","https://ror.org/041j8js14","CN"
"Qinghai Normal University","https://openalex.org/I20616075","https://ror.org/03az1t892","CN"
"Qingzhou City People's Hospital","https://openalex.org/I4210107243","https://ror.org/01jf1v940","CN"
"Qinhuangdao Glass Industry Research and Design Institute (China)","https://openalex.org/I4210123460","https://ror.org/039n5wp46","CN"
"Quality Research","https://openalex.org/I4210135053","https://ror.org/03v0zfc19","US"
"Quantitative BioSciences","https://openalex.org/I4210098931","https://ror.org/010brsj79","US"
"Queen Elizabeth Hospital","https://openalex.org/I4210108554","https://ror.org/015dyrs73","GB"
"Queen Elizabeth’s Academy","https://openalex.org/I4210165275","https://ror.org/05bhhjy59","GB"
"Queen Mary University of London","https://openalex.org/I166337079","https://ror.org/026zzn846","GB"
"Queen's University","https://openalex.org/I204722609","https://ror.org/02y72wh86","CA"
"Queens College, CUNY","https://openalex.org/I111455621","https://ror.org/03v8adn41","US"
"Queensland University of Technology","https://openalex.org/I160993911","https://ror.org/03pnv4752","AU"
"RAND Corporation","https://openalex.org/I1309849503","https://ror.org/00f2z7n96","US"
"RC Electronics (United States)","https://openalex.org/I4210103580","https://ror.org/00tzw6r97","US"
"RCA (United States)","https://openalex.org/I2800295664","https://ror.org/010k8n340","US"
"RIKEN","https://openalex.org/I4210110652","https://ror.org/01sjwvz98","JP"
"RIKEN Center for Brain Science","https://openalex.org/I2800939219","https://ror.org/04j1n1c04","JP"
"RMIT Europe","https://openalex.org/I4210135439","https://ror.org/03m3ca021","ES"
"RMIT University","https://openalex.org/I82951845","https://ror.org/04ttjf776","AU"
"RTI International","https://openalex.org/I180297670","https://ror.org/052tfza37","US"
"RTOG Foundation","https://openalex.org/I21983344","https://ror.org/05akbpx97","US"
"RWI – Leibniz Institute for Economic Research","https://openalex.org/I1339895191","https://ror.org/02pse8162","DE"
"RWTH Aachen University","https://openalex.org/I887968799","https://ror.org/04xfq0f34","DE"
"Radford University","https://openalex.org/I53559539","https://ror.org/04647g470","US"
"Radiation Oncology Associates","https://openalex.org/I4210144818","https://ror.org/03dsbzv79","US"
"Radiology Associates of Albuquerque","https://openalex.org/I4210142800","https://ror.org/03a2xf890","US"
"Redcliffe Hospital","https://openalex.org/I4210150102","https://ror.org/05qxez013","AU"
"Reed College","https://openalex.org/I55486353","https://ror.org/00a6ram87","US"
"Regenerative Medicine Institute","https://openalex.org/I4210133952","https://ror.org/02q13mm97","MX"
"Regional Cancer Center","https://openalex.org/I4210121012","https://ror.org/02h5f8v93","US"
"Regional Cancer Center, Thiruvananthapuram","https://openalex.org/I2800611740","https://ror.org/011azg567","IN"
