"","Timestamp","NetID or email","DOI","Code_Success","Program_Run_Clean","Directory_Change","Code_Changes","Output_Accuracy","Discrepancy_Location","X10","X11","Software_Extensions","Software_Version","First_Replicator","Common_Issues","Overcome_Issues","Replication_Helpfulness","X18","X19","How difficult do you think the replication exercise was","Comments on difficulty","GeneralNotes","What Software did you use for the replication (including the version)","Replication_Success","Main_Issue","Data_Type","Data_Access_Type","Software_Type","Data_Type_1","Cost of data access (in approximate $)","Cost of software purchase (in approximate $)","What software did the authors use to run their programs (if specified)"
"263","6/15/2018 18:08:19","nwl27","10.1257/app.20130472","Yes","No, I needed to make changes in the code.","No, the changes to the code were more involved.","In the config.do file, I also had to issue the following command: set maxvar 32767","No, some of the numbers are different.","Mismatch at Table 4, Panel B, Column 3, page 20, power capital of CPV’s central committee: code reports a robust standard error of 0.0693549 (rounds to 0.0694), while the article reports a standard error of 0.0696 for the same variable. 

Mismatch at Table 4, Panel B, Column 3, page 20, power capital of executive branch: code reports a coefficient of 0.1725049 (rounds to 0.173), while the article reports a coefficient of 0.175

Mismatch at Online Appendix, Table A1, Column 2, page 18, Change in power capital: code reports a standard error of 0.163, while the article reports a standard error of 0.170 for the same variable

Mismatch at Online Appendix, Table A1, Column 3, page 18, Change in power capital: code reports a standard error of 0.0710, while the article reports a standard error of 0.0749 for the same variable

Mismatch at Online Appendix, Table A4, Column 3, page 19, power capital: Code reports a coefficient of .2757788 (rounds to 0.276), while the article reports a coefficient of 0.274 for the same variable

Mismatch at Table A4, Column 4, page 19, power capital: Code reports a coefficient of 0.1466215 (rounds to 0.147) and a standard error of .0985709 (rounds to 0.0986), while the article reports a coefficient of 0.146 and a standard error of 0.0991.
",NA,NA,"No","DK","Yes",NA,NA,NA,"Incomplete. Was ambiguous or left out crucial steps.","While the code ended up being very straightforward and clean to run, the README file neglected to mention that the replicator might need to set maxvar to a higher value than the default (or the code should have just included a set maxvar command in the first place). Without this crucial step, the code would not have run.",2,NA,NA,"Stata MP 15","Yes",NA,NA,NA,"Stata","Stata",NA,NA,NA
"264","6/16/2018 13:16:19","xw435","10.1257/app.20150517",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.","Important information regarding missing variables across all datasets came too late in the readme file (2a ""Please note that..."") and misled the replicator into thinking it only affects the individual dataset corresponding to 2a. ""Please note that"" should be placed above all at the beginning.",5,"Did not catch the note on missing variables when first read readme",NA,"Stata 15.1","No","Proprietary Data","administrative, national","formal access","Stata","Stata",NA,NA,NA
"265","6/16/2018 16:04:45","cc2553","10.1257/mac.20150109","Yes","No, I needed to make changes in the code.","No, the changes to the code were more involved.","1. Error due to incompatibility between Windows/Mac/Unix systems; to solve ""/"" and ""\"" problems, I did ""cd $result"" before referring to file without any use of slashes
2. putexcel A1 = matrix...using filname: error said ""using not allowed""
Because this was likely due to differences in version, I had to write putexcel set filename before running putexcel A1 = matrix() and deleted the using portion.
3. ""names [variable] not found"": unsure why author included this variable, which I looked for in all do files and which did not turn up. It likely referred to colnames and rownames, but was unnecessary, since both would immediately replace the column and row names of preceding matrix. To solve, deleted "",names"" from the matrix","No, some of the numbers are different.","
Table 1: entire row 1 values are wrong, and standard errors are not visible in the stata output, pg 127
Table 6: (R1, C2), (R2, C2), (R3), (R4, C1), (R5), (R6), (R7), (R10, C2), pg 136
Table 7: (R 5&6, C3), (R1, C6) (R2,C6) (R5, C6) (R5, C9), pg 138
Table A1: (R1), (R3 C2), (R5, C 1&2) pg 140/141
Table A2: (R1), (R3, C2), (R5, C 1&2) pg 141
Table A3: (R1), (R3, C2), (R4, C3), (R5, C 1,2,3) pg 142
Table OA1: (R1, C1,2,4), (R2, C4), (R3, C2), (R5, C1,2,4), Online Appendix pg 5
Table OA2: (R1), (R3, C2), Online Appendix pg 7
Table OA5: Not provided in Stata, Online Appendix pg 13",NA,NA,"DK","Yes","Yes",NA,NA,NA,NA,NA,2,"Slightly more difficult, because though everything was well-documented, version differences caused errors throughout 7 of the do files that had to be sorted and corrected",NA,"StataMP 15","Yes",NA,NA,NA,"Stata","Excel",NA,NA,NA
"266","6/16/2018 21:22:30","nwl27","10.1257/app.20150112","Yes","No, I needed to make changes in the code.","No, the changes to the code were more involved.","In the config.do file, I had to implement the following command -> ""set matsize 1100""","No, some of the numbers are different.","See REPLICATION.txt",NA,NA,"No","DK","Yes",NA,NA,NA,"Incomplete. Was ambiguous or left out crucial steps.","The author didn't set matsize 1100, which would have made the replication impossible for Table B.1",2,NA,"I would really appreciate feedback on whether my judgment was correct for marking this as a complete replication: there were some clear differences between the code tables and the article tables (typically only off by 0.01), but some had switched negative signs which I felt was negligible because of the small values of the numbers. There was only one major difference between code and article output, which I've enclosed in my REPLICATION.txt, so I felt it was reasonable to mark this replication as full as opposed to partial.","Stata MP 15","Yes",NA,NA,NA,"Stata","Stata",NA,NA,NA
"267","6/17/2018 9:26:13","wc444","10.1257/mac.20120103","Yes","Yes, no changes were necessary.",NA,NA,"Yes",NA,NA,NA,"No","DK","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.",NA,2,NA,NA,"Stata 15","Yes",NA,NA,NA,"Stata","Stata",NA,NA,NA
"268","6/17/2018 16:26:11","xw435","10.1257/app.20160079","No","No, I needed to make changes in the code.","No, the changes to the code were more involved.","set matsize 11000","Yes",NA,NA,NA,"DK","DK","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.",NA,1,NA,"Partial success only because unable to install plotbeta to continue","Windows Stata 15.1","Partial",NA,NA,NA,"Stata","Stata",NA,NA,NA
"269","6/17/2018 20:40:01","gab99","10.1257/app.20140111","Yes","No, I needed to make changes in the code.","Yes",NA,"Yes","It should be noted that for the majority of tables I only spot checked certain values, but all checked values were accurate",NA,NA,"Yes","DK","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.",NA,2,NA,"Only issues were file paths. The figures that do not replicate are minor, and I would generally say this was a very successful replication.","outreg2","Partial",NA,NA,NA,"Stata","Stata",NA,NA,NA
"270","6/17/2018 20:59:45","nwl27","10.1257/app.20150431","Yes","Yes, no changes were necessary.",NA,NA,"No, some of the numbers are different.","See REPLICATION.txt",NA,NA,"No","DK","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.","I really would have liked the authors to have organized the code in a more intuitive manner (i.e. in numerical order), but other than that the information was very complete",2,NA,"I marked this as a full replication despite missing code for Table A5 because it was in the appendix and I remember us discussing that a ""full"" replication doesn't necessarily need replication of everything in the Appendix, and almost all of the tables in the main article matched exactly","Stata MP 15","Yes",NA,NA,NA,"Stata","Stata",NA,NA,NA
"271","6/18/2018 9:02:48","xw435","10.1257/app.20160079","Yes","No, I needed to make changes in the code.","No, the changes to the code were more involved.","See replication.txt","Yes",NA,NA,NA,"Yes","DK","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.",NA,2,NA,NA,"Windows Stata 15.1","Yes",NA,NA,NA,"Stata","Stata",NA,NA,NA
"272","6/18/2018 11:17:27","jhv39","10.1257/app.20150385","Yes","Yes, no changes were necessary.",NA,NA,"Yes","Some missing columns",NA,NA,"No","DK","Yes",NA,NA,NA,"Incomplete. Was ambiguous or left out crucial steps.","Stated that ""resultados"" folder was generated automatically which it did not. Forced to manually create the resultados folder.",3,"Took awhile to figure out why the do file was failing. (Due to resultados file not being created)","Missing q-values columns and other assorted columns, nowhere to be found in the output files.","Stata 15","Partial",NA,NA,NA,"Stata","Stata",NA,NA,NA
"273","6/19/2018 15:02:55","cc2553","10.1257/mac.20140234",NA,NA,NA,NA,NA,NA,NA,NA,"DK","DK","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.",NA,5,"Article ended up completely not replicable due to lack of data access",NA,"Matlab_R2017b","No","Confidential Data","administrative, local","no information","Stata, Matlab","Excel, Stata, Matlab",NA,NA,NA
"274","6/19/2018 16:44:16","wc444","10.1257/app.20140095","Yes","Yes, no changes were necessary.",NA,NA,"No, some of the numbers are different.","For table 9, I couldn't find where the numbers are from. The result is really hard to find.",NA,NA,"No","DK","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.","There are so many output files, and sometimes data from one table is from four different output files. It was extremely hard to check all the results match the ones in the paper.",3,NA,"The code runs for over three hours.","Stata 15","Yes",NA,NA,NA,"Stata","Stata",NA,NA,NA
"275","6/19/2018 19:08:30","nwl27","10.1257/app.20160180",NA,NA,NA,NA,NA,NA,NA,NA,"No","No","Yes",NA,NA,NA,"No readme file was provided.","The authors did not provide code for replication",5,NA,"In the data section, I chose to describe the ISF data - the ISF is owned by George Soros, but there is no way to access the data online; we would have to fly to Budapest, Hungary, and even then we have no way of knowing which archives the author pulled their data from. In this case, I chose to mark the ISF data as private, other and also that there was no information about how to access the data the author used.","No software used because there was no code provided","No","Missing Code","private, other","no information","Not provided","Not provided",NA,NA,NA
"276","6/19/2018 21:17:04","nwl27","10.1257/app.20150241","Yes","No, I needed to make changes in the code.","Yes",NA,"Yes",NA,NA,NA,"Yes","DK","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.","The authors could have left comments explaining which commands generated which table",1,NA,"There was no code provided for any of the results in the Online Appendix, and even the code for the results of the article were incomplete; therefore I marked this replication as partial because the results that were generated matched the results in the article exactly","Stata MP 15","Partial",NA,NA,NA,"Stata","Stata",0,0,NA
"277","6/19/2018 21:41:39","xw435","10.1257/app.20160008","Yes","No, I needed to make changes in the code.","No, the changes to the code were more involved.","install extensions, modify command spelling... see REPLICATION.txt","Yes",NA,NA,NA,"Yes","DK","Yes",NA,NA,NA,"Incomplete. Was ambiguous or left out crucial steps.","Indicate what extensions need to be installed",3,NA,NA,"Stata 15.1","Yes",NA,NA,NA,"Stata","Stata",NA,NA,NA
"278","6/20/2018 16:55:47","ap676","10.1257/app.20130369",NA,NA,NA,NA,NA,NA,NA,NA,"DK","DK","Yes",NA,NA,NA,"No readme file was provided.",NA,5,NA,"No data/programs provided, impossible to replicate without contacting original author","N/A","No","Missing Code, Data not provided","private, other","no information","Unknown","Unknown",NA,NA,NA
"279","6/20/2018 17:16:37","ap676","10.1257/app.20140323",NA,NA,NA,NA,NA,NA,NA,NA,"DK","DK","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.","Include the programs used to clean the data from the NCERDC, should someone be willing and able to purchase the data in order to reproduce these results. Also, give replicators the option of creating a basepath for the directory of locally stored data.",5,NA,"The code the authors provided is essentially useless for replication, because neither the data nor the programs used to clean the data are included in the download zip.","N/A","No","Confidential Data","administrative, regional","formal access","Stata","Unknown",3480,NA,NA
"280","6/20/2018 17:59:22","ap676","10.1257/app.20150004",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","DK","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.","Well-written readme; describes where data can be found, the function of every file in the download zip, where any additional software can be downloaded, etc. Also, straightforward naming convention for the files, and well-documented code.",5,NA,"The hardest aspect of the replication is acquiring the necessary data; the authors seem to have made all other aspects of reproducing the results very easy.","N/A","No","Confidential Data","administrative, national","formal access","Stata","Stata, Unknown",20000,NA,NA
"281","6/20/2018 18:24:12","nwl27","10.1257/app.20160220","Yes","No, I needed to make changes in the code.","No, the changes to the code were more involved.","I had to also type ssc install outreg2 in my template-config.do","Yes",NA,NA,NA,"Yes","DK","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.",NA,1,NA,NA,"Stata MP 15","Yes",NA,NA,NA,"Stata","Stata",0,0,NA
"282","6/20/2018 18:36:43","vsn9","10.1257/app.20150048","Yes","No, I needed to make changes in the code.","No, the changes to the code were more involved.","Added version 12 command & debugged lines using ""stats()"" option. Also commented out lines using ""png2rtf"" command (command did not work and was unnecessary for replicating results).","No, some of the numbers are different.","All figures and tables look the same except for Table B.3 in the Online Appendix. The table has many large/non-trivial errors.",NA,NA,"No","Yes","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.","Replication would be simpler if the figures & tables appeared in the same order as in the paper. They should also mention which Stata version they are using.",2,"Had to debug the code and use a different version of Stata in order for the programs to run successfully",NA,"Stata 12","Yes",NA,NA,NA,"Stata","Stata",NA,NA,NA
"283","6/22/2018 15:44:15","vsn9","10.1257/app.20140100","Yes","No, I needed to make changes in the code.","No, the changes to the code were more involved.","Had to install several packages including outreg2, kdens, moremata, and an older rdrobust package. Also needed to adjust the matsize for one of the .do files.","Yes","Figures 7 & A-1 are similar but not identical.",NA,NA,"Yes","Yes","Yes",NA,NA,NA,"Incomplete. Was ambiguous or left out crucial steps.","Identify which software extensions need to be downloaded before running the program. Be consistent about naming tables & figures (make sure they have the same names as those in the paper so they are easy to identify).",2,"Lack of clarification concerning necessary extensions produced considerable difficulty in replicating the programs.","Figures 1 & 3 are produced in Excel by the authors. No code is given to replicate them.","Stata 15.1","Partial",NA,NA,NA,"Stata, Excel","Stata",NA,NA,NA
"284","6/23/2018 15:09:29","ap676","10.1257/app.20140362","Yes","No, I needed to make changes in the code.","Yes",NA,"No, some of the numbers are different.","See Replication.txt; most of the discrepancies were due to opposite signs. Some digits off (likely due to different software versions), and some values in the article's tables could not be found.",NA,NA,"No","DK","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.","Organize the regression results/stata output similar to the tables that actually appear in the article, so that the log file and the article tables can be visually compared. The most difficult aspect of replication was trying to find the figures used in the tables out of the large amounts of stata output.",2,"Although the code was easy to run, the regression results/stata output were not organized well. The most difficult aspect of replication was trying to find the figures used in the tables out of the large amounts of stata output.","In general, replication would be easier if authors would organize their stata output to appear visually similar to the tables that actually appear in their articles.","Stata 15.1 MP","Yes",NA,NA,NA,"Stata","Stata",NA,NA,NA
"285","6/23/2018 16:43:06","jhv39","10.1257/app.20160247","Yes","Yes, no changes were necessary.",NA,NA,"Yes",NA,NA,NA,"No","DK","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.","Gave no mention to Figure 3 (which had no code to generate)",1,NA,"Basically perfect replication aside from missing Figure 3.","Stata 15","Partial",NA,NA,NA,"Stata","Stata",0,0,NA
"286","6/23/2018 18:39:33","nwl27","10.1257/app.20150397","Yes","No, I needed to make changes in the code.","Yes",NA,"Yes",NA,NA,NA,"Yes","DK","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.",NA,1,NA,NA,"Stata MP 15","Yes",NA,NA,NA,"Stata","Stata",NA,NA,NA
"287","6/25/2018 17:10:14","vsn9","10.1257/app.20150295",NA,NA,NA,NA,NA,NA,NA,NA,"DK","Yes","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.","Authors could perhaps provide more instructions on how to access the confidential datasets. I cannot tell whether the authors provide enough detail in their readme or leave out crucial steps because the paper is (currently) impossible to replicate.",5,NA,"Accessing the confidential data appears to be free but requires a competitive application to the Statistics of Income Joint Statistical Research Program.","Stata 15.1","No","Confidential Data","administrative, national","formal access","Stata","No datasets provided, authors appear to call upon datasets without file extensions in their .do file, so I cannot tell what kind of data it is (ex. use dlk_a25b9_outcomes_40_mskd, clear)",NA,NA,NA
"288","6/25/2018 17:08:22","vsn9","10.1257/app.20160150",NA,NA,NA,NA,NA,NA,NA,NA,"DK","Yes","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.","Authors could provide more information regarding how to access the omitted datasets. The name of the private firm from which the authors source their remittances data from isn't even specified making the paper impossible to replicate. Also, I cannot tell whether the readme provides enough detail or whether it leaves out crucial steps because the paper is impossible to replicate.",5,NA,NA,"Stata 15.1","No","Non publicly-available data from the UAE Ministry of Labor (researchers must apply to the ministry for access so it is most likely confidential) and proprietary data from an unspecified firm.","administrative, national","formal access","Stata","Stata, Auxiliary datasets are in Stata format. Unclear what format the main datasets are in (since they are not provided).",NA,NA,NA
"289","6/24/2018 12:30:00","jhv39","10.1257/app.20150042",NA,NA,NA,NA,NA,NA,NA,NA,"DK","DK","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.",NA,5,NA,NA,"Stata 15","No","Data not provided, must contact provider for access","private, commercial entity","no information","Stata","Stata",NA,NA,NA
"290","6/24/2018 12:52:03","jhv39","10.1257/mac.20140095",NA,NA,NA,NA,NA,NA,NA,NA,"DK","DK","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.",NA,5,NA,"Link to data request/purchase: http://www.ssb.no/en/omssb/kontakt-oss","Stata 15","No","Confidential Data","private, commercial entity","formal access","Stata","Stata",NA,NA,NA
"291","6/24/2018 15:43:59","vsn9","10.1257/app.20140379","No","No, I needed to make changes in the code.","No, the changes to the code were more involved.","Added quotation marks, adjusted paths to make them compatible with Windows, & defined two varlists.","No, some of the numbers are different.","In almost all of the tables produced by the authors' scripts, the regression coefficients equal 0.000 (which does not match up with the results in the paper). The only two exceptions are Table 7, which produces non-zero coefficients that are quite off from the ones in the paper, and Table E.3, which matches up perfectly with the table in the paper. Figure 2 (the only figure the authors provide a script for) looks exactly the same.",NA,NA,"No","Yes","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.","Provide programs to reproduce all relevant tables and figures. Make sure that the provided code actually works (there appeared to be many careless mistakes, and even making the necessary changes for the code to run, only two tables were actually reproduced).",3,"The authors code required a large number of changes in order to run. Even when the code runs free from error messages, it fails to replicate most of the results.","""Partial replication"" may be a bit generous for this paper.","Stata 15.1","Partial",NA,NA,NA,"Stata","csv, Stata, csv data is identical to the Stata data",NA,NA,NA
"292","6/24/2018 15:53:57","nwl27","10.1257/mac.20130156",NA,NA,NA,NA,NA,NA,NA,NA,"No","DK","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.",NA,5,"I thought that I would be able to download the data files easily, but CISER does not have an appropriately downloaded software to decompress the data I downloaded from IPUMS, so this data is not replicable for me",NA,"N/A","No","Do not have access to software","administrative, national","formal access","Stata, Matlab","Don't Know",0,0,NA
"293","6/24/2018 21:27:16","nbs52","10.1257/app.20160089","Yes","No, I needed to make changes in the code.","No, the changes to the code were more involved.","
- ""ticker_day"" variable not in ""...all posts"" data set
- See REPLICATION.txt","No, some of the numbers are different.","- see REPLICATION.txt",NA,NA,"No","DK","Yes",NA,NA,NA,"No readme file was provided.","- The data zip file contained 5 datasets and 17 .do files, with no readme. The authors could have combined certain scripts and provided a readme file with a suggested order of programs for replicators.",4,NA,NA,"StataMP 15","Partial",NA,NA,NA,"Stata","Stata",NA,NA,NA
"294","6/25/2018 10:25:07","jhv39","10.1257/app.20150043","No","No, I needed to make changes in the code.","No, the changes to the code were more involved.","Had to remove code for Figure 5 to allow entire do file to run (error stopped the do file from running in entirety)","Yes",NA,NA,NA,"No","DK","Yes",NA,NA,NA,"Incomplete. Was ambiguous or left out crucial steps.","Fixed code in Figure 5 so the do file runs, explain what ""hand calculations"" were done to generate Table 10.",3,NA,"Biggest issue was Figure 5 failing to run.","Stata 15","Partial",NA,NA,NA,"Stata, LaTeX","Stata",NA,NA,NA
"295","6/25/2018 17:13:00","vsn9","10.1257/app.20150421",NA,NA,NA,NA,NA,NA,NA,NA,"DK","Yes","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.","Author could provide some more information regarding how to access the confidential datasets. Readme contains a good amount of detail but I cannot tell whether it is complete or leaves out crucial steps since it was not possible to replicate the article.",5,NA,"It is quite unclear what steps are required to access the confidential datasets from the NIH.","Stata 15.1","No","Confidential Data","administrative, national","formal access","Stata","No datasets provided. Authors call upon data files without file extensions in their .do files so I cannot tell what type of data it is.",NA,NA,NA
"296","6/25/2018 17:16:30","vsn9","10.1257/app.20130034",NA,NA,NA,NA,NA,NA,NA,NA,"DK","Yes","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.","Authors could provide more information concerning how to access the confidential datasets. Readme is quite detailed but I cannot tell whether all the information required to run the programs is provided since the article is not possible to replicate.",5,NA,"Datasets are sourced from the state-run enterprise Apoteket AB (unsure whether that counts as ""administrative"")","Stata 15.1","No","Confidential Data","administrative, national","formal access","Stata, Matlab","No datasets provided. Authors use data in matlab, stata, and excel formats.",NA,NA,NA
"297","6/25/2018 12:55:01","gab99","10.1257/app.20140404","No","No, I needed to make changes in the code.","Yes",NA,"Yes",NA,NA,NA,"DK","Yes","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.",NA,3,"The code ran smoothly, only problem was there was missing proprietary data","The main issue what the missing proprietary data, which the author says can be obtained by emailing bpshq@bps.go.id. Also, the figure 4 .do file requires me to increase the maxvar up to a point where it seems to crash my stata program.","Stata13 (used version 13 command)","Partial",NA,NA,NA,"Stata, Matlab","Stata",NA,NA,NA
"298","6/25/2018 17:14:05","vsn9","10.1257/app.20140495",NA,NA,NA,NA,NA,NA,NA,NA,"DK","Yes","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.","Author could provide more information on how to access the confidential datasets. Readme has a good amount of detail but I cannot tell whether all the information required to run the programs is provided given that the article is (in its current state) not possible to replicate.",5,NA,"Concerning the confidential data the authors write: 
""This data is highly sensitive and proprietary to the Ecuadorian Tax Authority SRI and can therefore not be published online. Access for specific replication purposes can be provided in a secure location and conditional on signing of a strict confidentiality agreement with the SRI regarding the data.""","Stata 15.1","No","Confidential Data","administrative, national","formal access","Stata","No data is provided. Authors call upon Stata datasets in their .do files.",NA,NA,NA
"299","6/25/2018 13:09:22","gab99","10.1257/mac.20120163",NA,NA,NA,NA,NA,NA,NA,NA,"DK","DK","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.","They should include the version of stata they use and identify whether or not any add ons were uses",4,NA,"Replication seems possible and data seems reasonably obtainable, but would require registration for two different data sets, one of which requiring paperwork with a professor signature.","Didn't run code","No","Confidential Data","administrative, national","formal access","Stata, Matlab","Don't Know",0,0,NA
"300","6/25/2018 14:49:20","cc2553","10.1257/app.20150149","Yes","Yes, no changes were necessary.",NA,NA,"No, some of the numbers are different.","(5, panel C col 9 missing, pg 278) 
(10, panel C col 5&10 missing, pg 286)
(11, panel C col 1, 4, 6 missing, pg 288)
Table A1 in Appendix matching, pg 289",NA,NA,"Yes","Yes","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.","Specify that estadd needs to be installed",1,NA,NA,"StataMP 15","Yes",NA,NA,NA,"Stata","Stata",NA,NA,NA
"301","6/25/2018 16:01:15","gab99","10.1257/app.20150044","Yes","No, I needed to make changes in the code.","Yes",NA,"No, some of the numbers are different.","For much of the article values are slightly off, but by such small margins it seems this may be a rounding problem",NA,NA,"Yes","Yes","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.","This replication required chewfile, but the download command is in the necessary .do file. Also, graphs in the article seem slightly distorted, and some numbers in summary statistics are off by small margins.",3,"The figure output was hard to identify/match with the corresponding figures in the article.","May values were slightly off (max by 0.003) and the graphs look mostly the same but the output appears smoother than the graphs in the article.","Stata15","Yes",NA,NA,NA,"Stata","Excel, Stata",0,0,NA
"302","6/25/2018 16:05:15","cc2553","10.1257/app.20170048",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","Yes",NA,NA,NA,"Incomplete. Was ambiguous or left out crucial steps.","Ambiguous information concerning restricted files that weren't provided; provide more/clearer information about how many different .dta files are included in author's reference to Osaka ""survey data"" and how restricted information is",5,"Ended up unreplicable, although it appeared replicable, because author did not sufficiently indicate that all necessary data files were not provided and are restricted",NA,"StataMP 15","No","Confidential Data","administrative, national","no information","Stata","Stata",NA,NA,NA
"303","6/25/2018 16:47:06","nbs52","10.1257/mac.20130306","Yes","No, I needed to make changes in the code.","Yes",NA,"Yes",NA,NA,NA,"No","DK","Yes",NA,NA,NA,"Incomplete. Was ambiguous or left out crucial steps.","- Readme was not incomplete per se, but it could have indicated the version of Stata used by the authors as well as an explanation for why no code is provided for Figure 4.",2,"- All programs ran quite well","- see REPLICATION.txt","StataMP 15","Partial",NA,NA,NA,"Stata","Stata",NA,NA,NA
"304","6/25/2018 17:15:06","ap676","10.1257/app.20150342",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","DK","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.","Include cleaning programs used to create analysis data sets from the raw data sets",5,NA,"Requires formal application process to access raw data. Also, no cleaning programs were provided to turn the raw data sets into analysis data sets.","Stata 15.1 MP (Authors' code emulates Stata 13)","No","Confidential (access data), missing data cleaning program","administrative, national","formal access","Stata","None provided, cleaned data files are Stata (.dta)",NA,NA,NA
"305","6/25/2018 17:50:48","wc444","10.1257/app.20160179","Yes","No, I needed to make changes in the code.","No, the changes to the code were more involved.","Need to install some packages.","Yes",NA,NA,NA,"Yes","Yes","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.",NA,3,NA,NA,"Stata 15","Yes",NA,NA,NA,"Stata","csv, Excel",NA,NA,NA
"306","6/25/2018 17:52:06","jhv39","10.1257/app.20150158",NA,NA,NA,NA,NA,NA,NA,NA,"DK","DK","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.",NA,5,NA,"Military/VA data, unable to access","Stata 15","No","Confidential Data","administrative, national","no information","Stata","Stata",NA,NA,NA
"307","6/25/2018 18:35:09","nbs52","10.1257/app.20150476",NA,NA,NA,NA,NA,NA,NA,NA,"DK","DK","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.",NA,5,NA,"- For the restricted use, state-geocoded, national health interview survey (NHIS), the estimated cost of using the data and accessing the facilities is approximately $3,000, according to https://www.cdc.gov/rdc/b2accessmod/acs200.htm","N/A","No","Confidential Data","administrative, national","formal access","Stata","Stata",3000,NA,NA
"308","6/25/2018 18:52:44","nbs52","10.1257/app.20150540",NA,NA,NA,NA,NA,NA,NA,NA,"DK","DK","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.",NA,5,NA,"- Certain datasets not yet publicly available, see README","N/A","No","Confidential Data","administrative, national","formal access","Stata","Stata",NA,NA,NA
"309","6/25/2018 19:10:42","nbs52","10.1257/app.20160307",NA,NA,NA,NA,NA,NA,NA,NA,"DK","DK","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.",NA,5,NA,"- Tax return dataset strictly confidential

- Cost of living datasets approximately $7.95 per comparison

- Zip code database license costs approximately $100","N/A","No","Confidential Data","administrative, national","formal access","Stata","Stata",NA,NA,NA
"310","6/25/2018 19:21:49","nbs52","10.1257/app.20160278",NA,NA,NA,NA,NA,NA,NA,NA,"DK","DK","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.",NA,5,NA,NA,"N/A","No","Confidential Data","administrative, national","formal access","Stata, R","Stata, R",NA,NA,NA
"311","6/26/2018 16:06:16","nbs52","10.1257/mac.20140093",NA,NA,NA,NA,NA,NA,NA,NA,"DK","DK","Yes",NA,NA,NA,"No readme file was provided.",NA,5,NA,"- Author simply provided an excel sheet with some numbers for the Greece example in paper.","N/A","No","Missing Code",NA,NA,"No programs provided","Excel",NA,NA,NA
"312","6/26/2018 16:34:44","vsn9","10.1257/app.20140533",NA,NA,NA,NA,NA,NA,NA,NA,"DK","Yes","Yes",NA,NA,NA,"Incomplete. Was ambiguous or left out crucial steps.","The authors included a Readme for the data files but no Readme for the .do files",4,"The missing datasets appear to be reasonably simple to obtain.","The proprietary data from David Leip's Atlas of U.S. Presidential elections can be purchased from the website: https://uselectionatlas.org/BOTTOM/store_data.php
The data appears to cost around $1800 but it is possible that Cornell already has institutional access. The Readme states: ""Researchers wishing to access these data should contact the corresponding author with proof that they purchased the original datasets from David Leip or proof that they have institutional access to Leip’s data. Then the corresponding author will respond with a password"" (informal commitment).","Stata 15.1","No","Proprietary data",NA,NA,"Stata","Stata",1800,NA,NA
"313","6/26/2018 17:22:08","nwl27","10.1257/app.20160267",NA,NA,NA,NA,NA,NA,NA,NA,"No","DK","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.",NA,5,"While the code ran cleanly, the output is completely off and some columns are missing, which makes the results impossible to replicate given the code provided in the dataset",NA,"Stata MP 15","No","Almost none of the output numbers matched up with article numbers, and some columns were missing, so this article is not replicable with the code I've been provided","administrative, national","informal access, no commitment","Stata","Stata",0,0,NA
