"","DOI","URL","Title","Authors","Source Title","Publication Date","Year","Volume","Issue","Beginning Page","Ending Page","Entry Questionnaire","Entry Questionnaire Author","Expected Difficulty","Replicator","Completed","Replicated","Main Issue","Type of Missing Data","2nd Replicator","Completed_1","Replicated_1","Data Type","Data Access Type","Data Comments","Data URL","Data Contact","Start-time","End-time","Run-time for programs (minutes)","Estimated editing-time for programs, commits (minutes)","worksheet"
"119","10.1257/app.20150241","https://doi.org/10.1257/app.20150241","The Price of Prejudice","Hedegaard, Morten Storling; Tyran, Jean-Robert","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","Jan 2018",2018,10,1,40,63,"Completed",NA,"1","nwl27","Yes","Partial","Tables 2 and 3 replicated, but no code available for Table 1 or figures in the article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"120","10.1257/app.20150314","https://doi.org/10.1257/app.20150314","Signing Up New Fathers: Do Paternity Establishment Initiatives Increase Marriage, Parental Investment, and Child Well-Being?","Rossin-Slater, Maya","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","Apr 2017",2017,9,2,93,130,"Completed",NA,"5","nwl27","Yes","No","Dataset not provided",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"121","10.1257/app.20150369","https://doi.org/10.1257/app.20150369","The Impact of AIDS Treatment on Savings and Human Capital Investment in Malawi","Baranov, Victoria; Kohler, Hans-Peter","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","Jan 2018",2018,10,1,266,306,"Completed",NA,"4","nwl27","Yes","No","Key dataset missing that makes producing the main .dta files impossible","Confidential",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"122","10.1257/app.20150397","https://doi.org/10.1257/app.20150397","Moving to Opportunity or Isolation? Network Effects of a Randomized Housing Lottery in Urban India","Barnhardt, Sharon; Field, Erica; Pande, Rohini","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","Jan 2017",2017,9,1,1,32,"Completed",NA,"2","nwl27","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"123","10.1257/app.20150431","https://doi.org/10.1257/app.20150431","Neighborhood Sanitation and Infant Mortality","Geruso, Michael; Spears, Dean","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","Apr 2018",2018,10,2,125,162,"Completed",NA,"2","nwl27","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"124","10.1257/app.20150576","https://doi.org/10.1257/app.20150576","Fertility Decline and Missing Women","Jayachandran, Seema","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","Jan 2017",2017,9,1,118,139,"Completed",NA,"2","nwl27","Yes","Yes","All figures replicated but having trouble with the tables in LaTex",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"125","10.1257/app.20160030","https://doi.org/10.1257/app.20160030","Do the Effects of Temporary Ethnic Group Quotas Persist? Evidence from India","Bhavnani, Rikhil R.","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","Jul 2017",2017,9,3,105,123,"Completed",NA,"1","nwl27","In progress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"126","10.1257/app.20160031","https://doi.org/10.1257/app.20160031","College Party Culture and Sexual Assault","Lindo, Jason M.; Siminski, Peter; Swensen, Isaac D.","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","Jan 2018",2018,10,1,236,265,"Completed",NA,"5","nwl27","Yes","No","No datasets or code provided",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"127","10.1257/app.20160180","https://doi.org/10.1257/app.20160180","Saving Soviet Science: The Impact of Grants When Government R& D Funding Disappears","Ganguli, Ina","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","Apr 2017",2017,9,2,165,201,"Completed",NA,"5","nwl27","Yes","No","No code provided to replicate this article","Missing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"128","10.1257/app.20160220","https://doi.org/10.1257/app.20160220","Conflict and the Persistence of Ethnic Bias","Shayo, Moses; Zussman, Asaf","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","Oct 2017",2017,9,4,137,165,"Completed",NA,"1","nwl27","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"129","10.1257/app.20160267","https://doi.org/10.1257/app.20160267","In a Small Moment: Class Size and Moral Hazard in the Italian Mezzogiorno","Angrist, Joshua D.; Battistin, Erich; Vuri, Daniela","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","Oct 2017",2017,9,4,216,249,"Completed",NA,"1","nwl27","Yes","No","Almost none of the output numbers matched up with article numbers, and some columns were missing, so this article is not replicable with the code I've been provided",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"130","10.1257/app.20160567","https://doi.org/10.1257/app.20160567","School Finance Reform and the Distribution of Student Achievement","Lafortune, Julien; Rothstein, Jesse; Schanzenbach, Diane Whitmore","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","Apr 2018",2018,10,2,1,26,"Completed",NA,"5","nwl27","Yes","No","Datasets partially provided","Licensed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"131","10.1257/mac.20130069","https://doi.org/10.1257/mac.20130069","Does the Technological Content of Government Demand Matter for Private R&D? Evidence from US States","Slavtchev, Viktor; Wiederhold, Simon","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Apr 2016",2016,8,2,45,84,"Completed",NA,"1","nwl27","Yes","Yes(?) Table 3 still unable to replicate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"132","10.1257/mac.20130098","https://doi.org/10.1257/mac.20130098","Welfare Cost of Business Cycles with Idiosyncratic Consumption Risk and a Preference for Robustness","Ellison, Martin; Sargent, Thomas J.","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Apr 2015",2015,7,2,40,57,"Completed",NA,"2","nwl27","Yes","Partial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"133","10.1257/mac.20130108","https://doi.org/10.1257/mac.20130108","The Missing Food Problem: Trade, Agriculture, and International Productivity Differences","Tombe, Trevor","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Jul 2015",2015,7,3,226,258,"Completed",NA,"2","nwl27","Yes","Partial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"134","10.1257/mac.20130156","https://doi.org/10.1257/mac.20130156","Technology and the Changing Family: A Unified Model of Marriage, Divorce, Educational Attainment, and Married Female Labor-Force Participation","Greenwood, Jeremy; Guner, Nezih; Kocharkov, Georgi; Santos, Cezar","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Jan 2016",2016,8,1,1,41,"Completed",NA,"2","nwl27","Yes","Partial","I don't have a Fortran license to run this program",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"135","10.1257/mac.20140032","https://doi.org/10.1257/mac.20140032","Population Size Effects in the Structural Development of England","Leukhina, Oksana M.; Turnovsky, Stephen J.","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Jul 2016",2016,8,3,195,229,"Completed",NA,"2","nwl27","Yes","Partial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"136","10.1257/mac.20140092","https://doi.org/10.1257/mac.20140092","The Great Recession: A Self-Fulfilling Global Panic","Bacchetta, Philippe; van Wincoop, Eric","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Oct 2016",2016,8,4,177,198,"Completed",NA,"5","nwl27","Yes","No","No datasets provided",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"137","10.1257/mac.20140253","https://doi.org/10.1257/mac.20140253","Uncertainty at the Zero Lower Bound","Nakata, Taisuke","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Jul 2017",2017,9,3,186,221,"Completed",NA,"3","nwl27","Incomplete",NA,"I don't have a Fortran license to run this program",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"138","10.1257/mac.20140260","https://doi.org/10.1257/mac.20140260","Worker Selection, Hiring, and Vacancies","Baydur, Ismail","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Jan 2017",2017,9,1,88,127,"Completed",NA,"5","nwl27","Incomplete",NA,"All Fortran files; impossible to run",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"139","10.1257/mac.20140302","https://doi.org/10.1257/mac.20140302","The Substitution Elasticity, Factor Shares, and the Low-Frequency Panel Model","Chirinko, Robert S.; Mallick, Debdulal","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Oct 2017",2017,9,4,225,253,"Completed",NA,"1","nwl27","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"140","10.1257/mac.20140337","https://doi.org/10.1257/mac.20140337","Sovereign Default Risk and Uncertainty Premia","Pouzo, Demian; Presno, Ignacio","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Jul 2016",2016,8,3,230,266,"Completed",NA,"4","nwl27","Yes","Partial","This contains some Fortran files that I won't be able to run",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"141","10.1257/mac.20160307","https://doi.org/10.1257/mac.20160307","Productivity Growth and Capital Flows: The Dynamics of Reforms","Buera, Francisco J.; Shin, Yongseok","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Jul 2017",2017,9,3,147,185,"Completed",NA,"3","nwl27","Yes","No","Some Fortran files make some of this replication impossible to run, and the number of missing functions means that I couldn't replicate any of the tables",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"142","10.1257/mac.6.3.29","https://doi.org/10.1257/mac.6.3.29","The Impact of Medical and Nursing Home Expenses on Savings","Kopecky, Karen A.; Koreshkova, Tatyana","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Jul 2017",2014,6,3,29,72,"Completed",NA,"2","nwl27","Yes","Partial","Very little of the article is replicated by Stata code, but all Stata runs cleanly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"143","10.1257/mac.6.2.29","https://doi.org/10.1257/mac.6.2.29","Free Trade Agreements and the Consolidation of Democracy","Liu, Xuepeng; Ornelas, Emanuel","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Apr 2017",2014,6,2,29,70,"Completed",NA,NA,"nwl27","Yes","Partial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"144","10.1257/mac.6.2.108","https://doi.org/10.1257/mac.6.2.108","Fertility and Wars: The Case of World War I in France","Vandenbroucke, Guillaume","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Apr 2017",2014,6,2,108,136,NA,NA,NA,"nwl27","In progress",NA,"Still looking for a C++ Compiler; I wasn't able to find Visual Studio 2008 on my CISER account",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"145","10.1257/mac.6.3.73","https://doi.org/10.1257/mac.6.3.73","Public Communication and Information Acquisition","Chahrour, Ryan","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Jul 2017",2014,6,3,73,101,"Completed",NA,"5","nwl27","Yes","No","No dataset provided",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"146","10.1257/mac.6.3.102","https://doi.org/10.1257/mac.6.3.102","Growth and Capital Flows with Risky Entrepreneurship","Sandri, Damiano","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Jul 2017",2014,6,3,102,123,"Completed",NA,"1","nwl27","Yes","No","Requires Mathematica; figures included but not generated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"147","10.1257/mac.6.3.124","https://doi.org/10.1257/mac.6.3.124","Competition as a Discovery Procedure: Schumpeter Meets Hayek in a Model of Innovation","Bento, Pedro","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Jul 2017",2014,6,3,124,152,"Completed",NA,"1","nwl27","Incomplete",NA,"No readme file included, and I'm not very fluent in Maple - I'll try to figure out how to debug",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"148","10.1257/mac.6.3.184","https://doi.org/10.1257/mac.6.3.184","Accounting for Crises","Nagar, Venky; Yu, Gwen","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Jul 2017",2014,6,3,184,213,"Completed",NA,"2","nwl27","In progress",NA,"Internal error in outreg2 with 'onebyone'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"149","10.1257/mac.5.3.85","https://doi.org/10.1257/mac.5.3.85","Sovereign Defaults: The Price of Haircuts","Cruces, Juan J.; Trebesch, Christoph","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Jul 2013",2013,5,3,85,117,"Completed",NA,"1","nwl27","In progress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"150","10.1257/mac.5.3.118","https://doi.org/10.1257/mac.5.3.118","Estimating Trade Elasticities: Demand Composition and the Trade Collapse of 2008-2009","Bussiere, Matthieu; Callegari, Giovanni; Ghironi, Fabio; Sestieri, Giulia; Yamano, Norihiko","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Jul 2013",2013,5,3,118,151,"Completed",NA,"1","nwl27","In progress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"151","10.1257/mac.4.3.96","https://doi.org/10.1257/mac.4.3.96","Social Security Reforms: Benefit Claiming, Labor Force Participation, and Long-run Sustainability","Imrohoroglu, Selahattin; Kitao, Sagiri","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Jul 2012",2012,4,3,96,127,NA,NA,NA,"nwl27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"152","10.1257/app.20130034","https://doi.org/10.1257/app.20130034","Does Merger Simulation Work? Evidence from the Swedish Analgesics Market","Bjornerstedt, Jonas; Verboven, Frank","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","Jul 2016",2016,8,3,125,164,"Completed",NA,"5","vsn9","Yes","No","Datasets not provided","Confidential",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"153","10.1257/app.20130346","https://doi.org/10.1257/app.20130346","Wintertime for Deceptive Advertising?","Zinman, Jonathan; Zitzewitz, Eric","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","Jan 2016",2016,8,1,177,192,"Completed",NA,"1","vsn9","Yes","Yes","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"154","10.1257/app.20130480","https://doi.org/10.1257/app.20130480","Together We Will: Experimental Evidence on Female Voting Behavior in Pakistan","Gine, Xavier; Mansuri, Ghazala","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","Jan 2018",2018,10,1,207,235,"Completed",NA,"1","vsn9","Yes","Yes","Making pathways compatible with Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"155","10.1257/app.20130505","https://doi.org/10.1257/app.20130505","The Long-Run Effects of Attending an Elite School: Evidence from the United Kingdom","Clark, Damon; Del Bono, Emilia","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","Jan 2016",2016,8,1,150,176,"Completed",NA,"4","vsn9","Yes","No","Datasets not provided","Proprietary & licensed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"156","10.1257/app.20140100","https://doi.org/10.1257/app.20140100","Spring Forward at Your Own Risk: Daylight Saving Time and Fatal Vehicle Crashes","Smith, Austin C.","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","Apr 2016",2016,8,2,65,91,"Completed",NA,"1","vsn9","Yes","Partial","Author failed to specify the numerous extensions that needed to be installed before running the programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"157","10.1257/app.20140379","https://doi.org/10.1257/app.20140379","The Long-Term Effects of the Printing Press in sub-Saharan Africa","Cage, Julia; Rueda, Valeria","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","Jul 2016",2016,8,3,69,99,"Completed",NA,"2","vsn9","Yes","Partial","Code required extensive debugging in order to run. Even when the code runs free from error messages, it fails to reproduce the vast majority of the results.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"158","10.1257/app.20140430","https://doi.org/10.1257/app.20140430","Race, Ethnicity, and Discriminatory Zoning","Shertzer, Allison; Twinam, Tate; Walsh, Randall P.","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","Jul 2016",2016,8,3,217,246,"Completed",NA,"1","vsn9","Yes","Yes","Debugging ""putexcel"" syntax",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"159","10.1257/app.20140473","https://doi.org/10.1257/app.20140473","Market Impacts of a Nuclear Power Plant Closure","Davis, Lucas; Hausman, Catherine","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","Apr 2016",2016,8,2,92,122,"Completed",NA,"1","vsn9","Yes","Partial","Online appendix .do file is long, slow, poorly-commented, and doesn't produce output files for its tables & figures.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"160","10.1257/app.20140495","https://doi.org/10.1257/app.20140495","Dodging the Taxman: Firm Misreporting and Limits to Tax Enforcement","Carrillo, Paul; Pomeranz, Dina; Singhal, Monica","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","Apr 2017",2017,9,2,144,164,"Completed",NA,"5","vsn9","Yes","No","Datasets not provided","Confidential & proprietary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"161","10.1257/app.20140533","https://doi.org/10.1257/app.20140533","Habit Formation in Voting: Evidence from Rainy Elections","Fujiwara, Thomas; Meng, Kyle; Vogl, Tom","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","Oct 2016",2016,8,4,160,188,"Completed",NA,"4","vsn9","Yes","No","Datasets not provided","Proprietary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"162","10.1257/app.20150015","https://doi.org/10.1257/app.20150015","Do Employer Pension Contributions Reflect Employee Preferences? Evidence from a Retirement Savings Reform in Denmark","Fadlon, Itzik; Laird, Jessica; Nielsen, Torben Heien","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","Jul 2016",2016,8,3,196,216,"Completed",NA,"5","vsn9","Yes","No","Datasets not provided","Confidential",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"163","10.1257/app.20150027","https://doi.org/10.1257/app.20150027","Experimental Evidence on the Long-Run Impact of Community-Based Monitoring","Nyqvist, Martina Bjorkman; de Walque, Damien; Svensson, Jakob","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","Jan 2017",2017,9,1,33,69,"Completed",NA,"1","vsn9","Yes","Yes","Installing mysureg extension & fixing collinearity issues",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"164","10.1257/app.20150048","https://doi.org/10.1257/app.20150048","The Effect of Cash, Vouchers, and Food Transfers on Intimate Partner Violence: Evidence from a Randomized Experiment in Northern Ecuador","Hidrobo, Melissa; Peterman, Amber; Heise, Lori","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","Jul 2016",2016,8,3,284,303,"Completed",NA,"1","vsn9","Yes","Yes","Older version of Stata required for tobit regression",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"165","10.1257/app.20150083","https://doi.org/10.1257/app.20150083","Sanitation and Education","Adukia, Anjali","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","Apr 2017",2017,9,2,23,59,"Completed",NA,"4","vsn9","Yes","No","Datasets not provided","Redistribution of datasets not authorized",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"166","10.1257/app.20150295","https://doi.org/10.1257/app.20150295","Parental Job Loss and Children's Long-Term Outcomes: Evidence from 7 Million Fathers' Layoffs","Hilger, Nathaniel G.","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","Jul 2016",2016,8,3,247,283,"Completed",NA,"5","vsn9","Yes","No","Datasets not provided","Confidential",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"167","10.1257/app.20150421","https://doi.org/10.1257/app.20150421","Expertise versus Bias in Evaluation: Evidence from the NIH","Li, Danielle","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","Apr 2017",2017,9,2,60,92,"Completed",NA,"5","vsn9","Yes","No","Datasets not provided","Confidential",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"168","10.1257/app.20160150","https://doi.org/10.1257/app.20160150","Asymmetric Information and Remittances: Evidence from Matched Administrative Data","Joseph, Thomas; Nyarko, Yaw; Wang, Shing-Yi","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","Apr 2018",2018,10,2,58,100,"Completed",NA,"5","vsn9","Yes","No","Datasets not provided","Confidential/proprietary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"169","10.1257/mac.20150073","https://doi.org/10.1257/mac.20150073","Safe Assets, Liquidity, and Monetary Policy","Benigno, Pierpaolo; Nistico, Salvatore","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Apr 2017",2017,9,2,182,227,"Completed",NA,"N/A","vsn9","Yes","No","Not an empirical paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"170","10.1257/mac.20150293","https://doi.org/10.1257/mac.20150293","Free to Leave? A Welfare Analysis of Divorce Regimes","Fernandez, Raquel; Wong, Joyce Cheng","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Jul 2017",2017,9,3,72,115,"Completed",NA,"1","vsn9","Yes","Partial","Corrupted dataset, missing dataset, & missing .do file",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"171","10.1257/mac.20160255","https://doi.org/10.1257/mac.20160255","Knowledge Capital and Aggregate Income Differences: Development Accounting for US States\","Hanushek, Eric A.; Ruhose, Jens; Woessmann, Ludger","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Oct 2017",2017,9,4,184,224,"Completed",NA,"1","vsn9","Yes","Partial","Authors failed to specify the numerous extensions that needed to be installed before running the programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"172","10.1257/mac.20140348","https://doi.org/10.1257/mac.20140348","Transfer Payments and the Macroeconomy: The Effects of Social Security Benefit Increases, 1952-1991","Romer, Christina D.; Romer, David H.","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Oct 2016",2016,8,4,1,42,"Completed",NA,"1","vsn9","Incomplete","No","Requires RATS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"173","10.1257/mac.20150016","https://doi.org/10.1257/mac.20150016","Pushing on a String: US Monetary Policy Is Less Powerful in Recessions","Tenreyro, Silvana; Thwaites, Gregory","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Oct 2016",2016,8,4,43,74,"Completed",NA,"2","vsn9","Yes","Partial","Needed to comment out a few legend commands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"174","10.1257/mac.20150029","https://doi.org/10.1257/mac.20150029","How Credible Is the Federal Reserve? A Structural Estimation of Policy Re-Optimizations","Debortoli, Davide; Lakdawala, Aeimit","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Jul 2016",2016,8,3,42,76,"Completed",NA,"1","vsn9","Incomplete","Partial","Replication incomplete because I ran out of time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"175","10.1257/mac.20150093","https://doi.org/10.1257/mac.20150093","The Macroeconomic Effects of Monetary Policy: A New Measure for the United Kingdom","Cloyne, James; Huertgen, Patrick","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Oct 2016",2016,8,4,75,102,"Completed",NA,"1","vsn9","Yes","Partial","Eviews files don't actually reproduce tables",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"176","10.1257/mac.20150219","https://doi.org/10.1257/mac.20150219","Amplification and Asymmetric Effects without Collateral Constraints","Cao, Dan; Nie, Guangyu","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Jul 2017",2017,9,3,222,266,"Completed",NA,"1","vsn9","Yes","Partial","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"177","10.1257/mac.20150281","https://doi.org/10.1257/mac.20150281","Misallocation, Establishment Size, and Productivity","Bento, Pedro; Restuccia, Diego","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Jul 2017",2017,9,3,267,303,"Completed",NA,"1","vsn9","Yes","Yes","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"178","10.1257/mac.6.4.1","https://doi.org/10.1257/mac.6.4.1","Economic Shocks and Conflict: Evidence from Commodity Prices","Bazzi, Samuel; Blattman, Christopher","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Oct 2014",2014,6,4,1,38,"Completed",NA,"1","vsn9","Yes","Yes","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"179","10.1257/mac.6.4.39","https://doi.org/10.1257/mac.6.4.39","Trade in Intermediate Inputs and Business Cycle Comovement.","Johnson, Robert C.","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Oct 2014",2014,6,4,39,83,"Completed",NA,"1","vsn9","Yes","Yes","Needed to install several extensions to run programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
