"","DOI","url","year","month","publisher","volume","number","pages","author","title","journal","key","entry"
"388","10.1257/mic.20130118","https://doi.org/10.1257%2Fmic.20130118","2015","nov","American Economic Association","7","4","179--201","Rohan Dutta and Sean Horan","Inferring Rationales from Choice: Identification for Rational Shortlist Methods","American Economic Journal: Microeconomics","Dutta_2015","article"
"389","10.1257/mic.20140252","https://doi.org/10.1257%2Fmic.20140252","2015","nov","American Economic Association","7","4","202--232","Nicolas Roux and Joel Sobel","Group Polarization in a Model of Information Aggregation","American Economic Journal: Microeconomics","Roux_2015","article"
"390","10.1257/mic.20110106","https://doi.org/10.1257%2Fmic.20110106","2015","may","American Economic Association","7","2","188--214","Tong Li and Bingyu Zhang","Affiliation and Entry in First-Price Auctions with Heterogeneous Bidders: An Analysis of Merger Effects","American Economic Journal: Microeconomics","Li_2015","article"
"391","10.1257/mic.20110077","https://doi.org/10.1257%2Fmic.20110077","2015","feb","American Economic Association","7","1","250--280","Sivan Frenkel","Repeated Interaction and Rating Inflation: A Model of Double Reputation","American Economic Journal: Microeconomics","Frenkel_2015","article"
"392","10.1257/mic.20130098","https://doi.org/10.1257%2Fmic.20130098","2015","nov","American Economic Association","7","4","43--82","Matthew Elliott","Inefficiencies in Networked Markets","American Economic Journal: Microeconomics","Elliott_2015","article"
"393","10.1257/mic.20130150","https://doi.org/10.1257%2Fmic.20130150","2015","feb","American Economic Association","7","1","43--60","Richard Blundell and Martin Browning and Laurens Cherchye and Ian Crawford and Bram De Rock and Frederic Vermeulen","Sharp for {SARP}: Nonparametric Bounds on Counterfactual Demands","American Economic Journal: Microeconomics","Blundell_2015","article"
"394","10.1257/mic.20120109","https://doi.org/10.1257%2Fmic.20120109","2015","feb","American Economic Association","7","1","70--98","Daniel J. Benjamin","Distributional Preferences, Reciprocity-Like Behavior, and Efficiency in Bilateral Exchange","American Economic Journal: Microeconomics","Benjamin_2015","article"
"395","10.1257/mic.20130067","https://doi.org/10.1257%2Fmic.20130067","2015","aug","American Economic Association","7","3","54--84","Alfredo Burlando and Alberto Motta","Collusion and the Organization of the Firm","American Economic Journal: Microeconomics","Burlando_2015","article"
"396","10.1257/mic.20130234","https://doi.org/10.1257%2Fmic.20130234","2015","aug","American Economic Association","7","3","174--204","Gharad Bryan and Dean Karlan and Jonathan Zinman","Referrals: Peer Screening and Enforcement in a Consumer Credit Field Experiment","American Economic Journal: Microeconomics","Bryan_2015","article"
"397","10.1257/mic.20130164","https://doi.org/10.1257%2Fmic.20130164","2015","may","American Economic Association","7","2","1--26","Silke J. Forbes and Mara Lederman and Trevor Tombe","Quality Disclosure Programs and Internal Organizational Practices: Evidence from Airline Flight Delays","American Economic Journal: Microeconomics","Forbes_2015","article"
"398","10.1257/mic.20130277","https://doi.org/10.1257%2Fmic.20130277","2015","may","American Economic Association","7","2","27--44","Alex Gershkov and Eyal Winter","Formal versus Informal Monitoring in Teams","American Economic Journal: Microeconomics","Gershkov_2015","article"
"399","10.1257/mic.20120032","https://doi.org/10.1257%2Fmic.20120032","2015","may","American Economic Association","7","2","121--157","Peter Egger and Christian Keuschnigg","Innovation, Trade, and Finance","American Economic Journal: Microeconomics","Egger_2015","article"
"400","10.1257/mic.20130139","https://doi.org/10.1257%2Fmic.20130139","2015","nov","American Economic Association","7","4","294--338","Ronel Elul and Piero Gottardi","Bankruptcy: Is It Enough to Forgive or Must We Also Forget?","American Economic Journal: Microeconomics","Elul_2015","article"
"401","10.1257/mic.20120085","https://doi.org/10.1257%2Fmic.20120085","2015","aug","American Economic Association","7","3","85--103","David Grether and David Porter and Matthew Shum","Cyber-Shilling in Automobile Auctions: Evidence from a Field Experiment","American Economic Journal: Microeconomics","Grether_2015","article"
"402","10.1257/mic.20140054","https://doi.org/10.1257%2Fmic.20140054","2015","aug","American Economic Association","7","3","205--240","Leslie M. Marx and Claudio Mezzetti and Robert C. Marshall","Antitrust Leniency with Multiproduct Colluders","American Economic Journal: Microeconomics","Marx_2015","article"
"403","10.1257/mic.20140031","https://doi.org/10.1257%2Fmic.20140031","2015","aug","American Economic Association","7","3","347--389","Levent Celik and Bilgehan Karabay and John McLaren","When Is It Optimal to Delegate: The Theory of Fast-Track Authority","American Economic Journal: Microeconomics","Celik_2015","article"
"404","10.1257/mic.20130117","https://doi.org/10.1257%2Fmic.20130117","2015","feb","American Economic Association","7","1","61--69","Eric Danan and Thibault Gajdos and Jean-Marc Tallon","Harsanyi{\textquotesingle}s Aggregation Theorem with Incomplete Preferences","American Economic Journal: Microeconomics","Danan_2015","article"
"405","10.1257/mic.20100029","https://doi.org/10.1257%2Fmic.20100029","2015","feb","American Economic Association","7","1","208--249","Attila Ambrus and Shih En Lu","A Continuous-Time Model of Multilateral Bargaining","American Economic Journal: Microeconomics","Ambrus_2015","article"
"406","10.1257/mic.20130055","https://doi.org/10.1257%2Fmic.20130055","2015","feb","American Economic Association","7","1","281--319","Sourav Bhattacharya and Joyee Deb and Tapas Kundu","Mobility and Conflict","American Economic Journal: Microeconomics","Bhattacharya_2015","article"
"407","10.1257/mic.20140173","https://doi.org/10.1257%2Fmic.20140173","2015","nov","American Economic Association","7","4","252--293","Andrzej Skrzypacz and Juuso Toikka","Mechanisms for Repeated Trade","American Economic Journal: Microeconomics","Skrzypacz_2015","article"
"408","10.1257/mic.20140038","https://doi.org/10.1257%2Fmic.20140038","2015","nov","American Economic Association","7","4","339--375","Vijay Krishna and John Morgan","Majority Rule and Utilitarian Welfare","American Economic Journal: Microeconomics","Krishna_2015","article"
"409","10.1257/mic.20140056","https://doi.org/10.1257%2Fmic.20140056","2015","aug","American Economic Association","7","3","142--173","Wioletta Dziuda and Ronen Gradwohl","Achieving Cooperation under Privacy Concerns","American Economic Journal: Microeconomics","Dziuda_2015","article"
"410","10.1257/mic.20130111","https://doi.org/10.1257%2Fmic.20130111","2015","aug","American Economic Association","7","3","318--346","Hideshi Itoh and Hodaka Morita","Formal Contracts, Relational Contracts, and the Threat-Point Effect","American Economic Journal: Microeconomics","Itoh_2015","article"
"411","10.1257/mic.20130027","https://doi.org/10.1257%2Fmic.20130027","2015","feb","American Economic Association","7","1","320--353","Sel{\c{c}}uk Özyurt","Searching for a Bargain: Power of Strategic Commitment","American Economic Journal: Microeconomics","_zyurt_2015","article"
"412","10.1257/mic.20130272","https://doi.org/10.1257%2Fmic.20130272","2015","aug","American Economic Association","7","3","241--258","Yair Antler","Two-Sided Matching with Endogenous Preferences","American Economic Journal: Microeconomics","Antler_2015","article"
"413","10.1257/mic.20130250","https://doi.org/10.1257%2Fmic.20130250","2015","feb","American Economic Association","7","1","99--108","William Fuchs","Subjective Evaluations: Discretionary Bonuses and Feedback Credibility","American Economic Journal: Microeconomics","Fuchs_2015","article"
"414","10.1257/mic.20130146","https://doi.org/10.1257%2Fmic.20130146","2015","nov","American Economic Association","7","4","109--149","Otto H. Swank and Bauke Visser","Learning from Others? Decision Rights, Strategic Communication, and Reputational Concerns","American Economic Journal: Microeconomics","Swank_2015","article"
"415","10.1257/mic.20140011","https://doi.org/10.1257%2Fmic.20140011","2015","nov","American Economic Association","7","4","233--251","Kris De Jaegher","Beneficial Long Communication in the Multiplayer Electronic Mail Game","American Economic Journal: Microeconomics","De_Jaegher_2015","article"
"416","10.1257/mic.20130168","https://doi.org/10.1257%2Fmic.20130168","2015","aug","American Economic Association","7","3","1--23","Benjamin Edelman and Michael Schwarz","Pricing and Efficiency in the Market for {IP} Addresses","American Economic Journal: Microeconomics","Edelman_2015","article"
"417","10.1257/mic.20130188","https://doi.org/10.1257%2Fmic.20130188","2015","aug","American Economic Association","7","3","295--317","David K. Levine and Salvatore Modica and Federico Weinschelbaum and Felipe Zurita","Evolution of Impatience: The Example of the Farmer-Sheriff Game","American Economic Journal: Microeconomics","Levine_2015","article"
"418","10.1257/mic.20130226","https://doi.org/10.1257%2Fmic.20130226","2015","may","American Economic Association","7","2","45--76","Alejandro Francetich","Becoming the Neighbor Bidder: Endogenous Winner's Curse in Dynamic Mechanisms","American Economic Journal: Microeconomics","Francetich_2015","article"
"419","10.1257/mic.20130031","https://doi.org/10.1257%2Fmic.20130031","2015","may","American Economic Association","7","2","308--337","Gilat Levy and Ronny Razin","Preferences over Equality in the Presence of Costly Income Sorting","American Economic Journal: Microeconomics","Levy_2015","article"
"420","10.1257/mic.20130089","https://doi.org/10.1257%2Fmic.20130089","2015","feb","American Economic Association","7","1","144--164","Christopher P. Chambers and Federico Echenique","The Core Matchings of Markets with Transfers","American Economic Journal: Microeconomics","Chambers_2015","article"
"421","10.1257/mic.6.2.1","https://doi.org/10.1257%2Fmic.6.2.1","2014","may","American Economic Association","6","2","1--36","Alec Smith and B. Douglas Bernheim and Colin F. Camerer and Antonio Rangel","Neural Activity Reveals Preferences without Choices","American Economic Journal: Microeconomics","Smith_2014","article"
"422","10.1257/mic.6.2.247","https://doi.org/10.1257%2Fmic.6.2.247","2014","may","American Economic Association","6","2","247--278","David J. Cooper and Kai-Uwe Kühn","Communication, Renegotiation, and the Scope for Collusion","American Economic Journal: Microeconomics","Cooper_2014","article"
"423","10.1257/mic.6.3.157","https://doi.org/10.1257%2Fmic.6.3.157","2014","aug","American Economic Association","6","3","157--202","Thomas Sampson","Selection into Trade and Wage Inequality","American Economic Journal: Microeconomics","Sampson_2014","article"
"424","10.1257/mic.6.4.180","https://doi.org/10.1257%2Fmic.6.4.180","2014","nov","American Economic Association","6","4","180--202","Ignacio Esponda and Emanuel Vespa","Hypothetical Thinking and Information Extraction in the Laboratory","American Economic Journal: Microeconomics","Esponda_2014","article"
"425","10.1257/mic.6.4.35","https://doi.org/10.1257%2Fmic.6.4.35","2014","nov","American Economic Association","6","4","35--73","Przemys{\l}aw Jeziorski","Effects of Mergers in Two-Sided Markets: The {US} Radio Industry","American Economic Journal: Microeconomics","Jeziorski_2014","article"
"426","10.1257/mic.6.3.35","https://doi.org/10.1257%2Fmic.6.3.35","2014","aug","American Economic Association","6","3","35--58","Ran Spiegler","Competitive Framing","American Economic Journal: Microeconomics","Spiegler_2014","article"
"427","10.1257/mic.6.2.93","https://doi.org/10.1257%2Fmic.6.2.93","2014","may","American Economic Association","6","2","93--130","Friedel Bolle and Jonathan H.W. Tan and Daniel John Zizzo","Vendettas","American Economic Journal: Microeconomics","Bolle_2014","article"
"428","10.1257/mic.6.4.138","https://doi.org/10.1257%2Fmic.6.4.138","2014","nov","American Economic Association","6","4","138--161","David Owens and Zachary Grossman and Ryan Fackler","The Control Premium: A Preference for Payoff Autonomy","American Economic Journal: Microeconomics","Owens_2014","article"
"429","10.1257/mic.6.3.59","https://doi.org/10.1257%2Fmic.6.3.59","2014","aug","American Economic Association","6","3","59--105","Ron Siegel","Asymmetric Contests with Head Starts and Nonmonotonic Costs","American Economic Journal: Microeconomics","Siegel_2014","article"
"430","10.1257/mic.6.4.1","https://doi.org/10.1257%2Fmic.6.4.1","2014","nov","American Economic Association","6","4","1--34","Yeon-Koo Che and Rajiv Sethi","Credit Market Speculation and the Cost of Capital","American Economic Journal: Microeconomics","Che_2014","article"
"431","10.1257/mic.6.3.203","https://doi.org/10.1257%2Fmic.6.3.203","2014","aug","American Economic Association","6","3","203--226","Mukesh Eswaran and Hugh M. Neary","An Economic Theory of the Evolutionary Emergence of Property Rights","American Economic Journal: Microeconomics","Eswaran_2014","article"
"432","10.1257/mic.6.1.258","https://doi.org/10.1257%2Fmic.6.1.258","2014","feb","American Economic Association","6","1","258--289","Morimitsu Kurino","House Allocation with Overlapping Generations","American Economic Journal: Microeconomics","Kurino_2014","article"
"433","10.1257/mic.6.3.106","https://doi.org/10.1257%2Fmic.6.3.106","2014","aug","American Economic Association","6","3","106--135","Alberto Iozzi and Tommaso Valletti","Vertical Bargaining and Countervailing Power","American Economic Journal: Microeconomics","Iozzi_2014","article"
"434","10.1257/mic.6.1.91","https://doi.org/10.1257%2Fmic.6.1.91","2014","feb","American Economic Association","6","1","91--133","A. Banerji and Neha Gupta","Detection, Identification, and Estimation of Loss Aversion: Evidence from an Auction Experiment","American Economic Journal: Microeconomics","Banerji_2014","article"
"435","10.1257/mic.6.1.290","https://doi.org/10.1257%2Fmic.6.1.290","2014","feb","American Economic Association","6","1","290--314","Gabriele Camera and Marco Casari","The Coordination Value of Monetary Exchange: Experimental Evidence","American Economic Journal: Microeconomics","Camera_2014","article"
"436","10.1257/mic.6.2.163","https://doi.org/10.1257%2Fmic.6.2.163","2014","may","American Economic Association","6","2","163--204","Arthur Campbell and Florian Ederer and Johannes Spinnewijn","Delay and Deadlines: Freeriding and Information Revelation in Partnerships","American Economic Journal: Microeconomics","Campbell_2014","article"
"437","10.1257/mic.6.4.74","https://doi.org/10.1257%2Fmic.6.4.74","2014","nov","American Economic Association","6","4","74--105","Mike Felgenhauer and Elisabeth Schulte","Strategic Private Experimentation","American Economic Journal: Microeconomics","Felgenhauer_2014","article"
"438","10.1257/mic.6.4.203","https://doi.org/10.1257%2Fmic.6.4.203","2014","nov","American Economic Association","6","4","203--236","Yuichiro Kamada and Fuhito Kojima","Voter Preferences, Polarization, and Electoral Policies","American Economic Journal: Microeconomics","Kamada_2014","article"
"439","10.1257/mic.6.3.136","https://doi.org/10.1257%2Fmic.6.3.136","2014","aug","American Economic Association","6","3","136--156","Andrea Robbett","Local Institutions and the Dynamics of Community Sorting","American Economic Journal: Microeconomics","Robbett_2014","article"
"440","10.1257/mic.6.3.256","https://doi.org/10.1257%2Fmic.6.3.256","2014","aug","American Economic Association","6","3","256--264","Joël J. van der Weele and Julija Kulisa and Michael Kosfeld and Guido Friebel","Resisting Moral Wiggle Room: How Robust Is Reciprocal Behavior?","American Economic Journal: Microeconomics","van_der_Weele_2014","article"
"441","10.1257/mic.6.2.205","https://doi.org/10.1257%2Fmic.6.2.205","2014","may","American Economic Association","6","2","205--246","B. Douglas Bernheim and Navin Kartik","Candidates, Character, and Corruption","American Economic Journal: Microeconomics","Bernheim_2014","article"
"442","10.1257/mic.6.1.182","https://doi.org/10.1257%2Fmic.6.1.182","2014","feb","American Economic Association","6","1","182--204","Nels Christiansen and Sotiris Georganas and John H. Kagel","Coalition Formation in a Legislative Voting Game","American Economic Journal: Microeconomics","Christiansen_2014","article"
"443","10.1257/mic.6.4.362","https://doi.org/10.1257%2Fmic.6.4.362","2014","nov","American Economic Association","6","4","362--406","John Kennes and Daniel Monte and Norovsambuu Tumennasan","The Day Care Assignment: A Dynamic Matching Problem","American Economic Journal: Microeconomics","Kennes_2014","article"
"444","10.1257/mic.6.2.79","https://doi.org/10.1257%2Fmic.6.2.79","2014","may","American Economic Association","6","2","79--92","Christopher P. Chambers and Alan D. Miller","Inefficiency Measurement","American Economic Journal: Microeconomics","Chambers_2014","article"
"445","10.1257/mic.6.1.23","https://doi.org/10.1257%2Fmic.6.1.23","2014","feb","American Economic Association","6","1","23--57","Daniel Quint","Pooling with Essential and Nonessential Patents","American Economic Journal: Microeconomics","Quint_2014","article"
"446","10.1257/mic.6.1.154","https://doi.org/10.1257%2Fmic.6.1.154","2014","feb","American Economic Association","6","1","154--181","Fran{\c{c}}ois Ortalo-Magn{\'{e}} and Andrea Prat","On the Political Economy of Urban Growth: Homeownership versus Affordability","American Economic Journal: Microeconomics","Ortalo_Magn__2014","article"
"447","10.1257/mic.6.4.237","https://doi.org/10.1257%2Fmic.6.4.237","2014","nov","American Economic Association","6","4","237--271","Fabio Maccheroni and Massimo Marinacci and Aldo Rustichini","Pride and Diversity in Social Economies","American Economic Journal: Microeconomics","Maccheroni_2014","article"
"448","10.1257/mic.6.4.293","https://doi.org/10.1257%2Fmic.6.4.293","2014","nov","American Economic Association","6","4","293--325","Heski Bar-Isaac and Joyee Deb","(Good and Bad) Reputation for a Servant of Two Masters","American Economic Journal: Microeconomics","Bar_Isaac_2014","article"
"449","10.1257/mic.6.4.407","https://doi.org/10.1257%2Fmic.6.4.407","2014","nov","American Economic Association","6","4","407--447","Allan Collard-Wexler","Mergers and Sunk Costs: An Application to the Ready-Mix Concrete Industry","American Economic Journal: Microeconomics","Collard_Wexler_2014","article"
"450","10.1257/mic.6.1.5","https://doi.org/10.1257%2Fmic.6.1.5","2014","feb","American Economic Association","6","1","5--22","Ehud Lehrer and Roee Teper","Extension Rules or What Would the Sage Do?","American Economic Journal: Microeconomics","Lehrer_2014","article"
"451","10.1257/mic.6.4.106","https://doi.org/10.1257%2Fmic.6.4.106","2014","nov","American Economic Association","6","4","106--137","James D. Dana and Eugene Orlov","Internet Penetration and Capacity Utilization in the {US} Airline Industry","American Economic Journal: Microeconomics","Dana_2014","article"
"452","10.1257/mic.6.3.227","https://doi.org/10.1257%2Fmic.6.3.227","2014","aug","American Economic Association","6","3","227--255","Talia Bar and Sidartha Gordon","Optimal Project Selection Mechanisms","American Economic Journal: Microeconomics","Bar_2014","article"
"453","10.1257/mic.6.3.265","https://doi.org/10.1257%2Fmic.6.3.265","2014","aug","American Economic Association","6","3","265--285","Lawrence M. Ausubel and Thayer Morrill","Sequential Kidney Exchange","American Economic Journal: Microeconomics","Ausubel_2014","article"
"454","10.1257/mic.6.2.37","https://doi.org/10.1257%2Fmic.6.2.37","2014","may","American Economic Association","6","2","37--78","Kyungmin Kim and Frances Zhiyun Xu Lee","Information Acquisition in a War of Attrition","American Economic Journal: Microeconomics","Kim_2014","article"
"455","10.1257/mic.6.1.205","https://doi.org/10.1257%2Fmic.6.1.205","2014","feb","American Economic Association","6","1","205--257","Felix J. Bierbrauer","Optimal Tax and Expenditure Policy with Aggregate Uncertainty","American Economic Journal: Microeconomics","Bierbrauer_2014","article"
"456","10.1257/mic.6.4.162","https://doi.org/10.1257%2Fmic.6.4.162","2014","nov","American Economic Association","6","4","164--179","Eddie Dekel and Michele Piccione","The Strategic Dis/advantage of Voting Early","American Economic Journal: Microeconomics","Dekel_2014","article"
"457","10.1257/mic.6.3.1","https://doi.org/10.1257%2Fmic.6.3.1","2014","aug","American Economic Association","6","3","1--34","Igal Hendel and Alessandro Lizzeri and Nikita Roketskiy","Nonlinear Pricing of Storable Goods","American Economic Journal: Microeconomics","Hendel_2014","article"
"458","10.1257/mic.6.1.58","https://doi.org/10.1257%2Fmic.6.1.58","2014","feb","American Economic Association","6","1","58--90","Mohamed Belhaj and Renaud Bourl{\`{e}}s and Fr{\'{e}}d{\'{e}}ric Deroïan","Risk-Taking and Risk-Sharing Incentives under Moral Hazard","American Economic Journal: Microeconomics","Belhaj_2014","article"
"459","10.1257/mic.6.1.134","https://doi.org/10.1257%2Fmic.6.1.134","2014","feb","American Economic Association","6","1","134--153","Yuval Heller","Overconfidence and Diversification","American Economic Journal: Microeconomics","Heller_2014","article"
"460","10.1257/mic.6.1.315","https://doi.org/10.1257%2Fmic.6.1.315","2014","feb","American Economic Association","6","1","315--349","Mikhail Drugov and Rocco Macchiavello","Financing Experimentation","American Economic Journal: Microeconomics","Drugov_2014","article"
"461","10.1257/mic.6.4.272","https://doi.org/10.1257%2Fmic.6.4.272","2014","nov","American Economic Association","6","4","272--292","Ed Hopkins","Competitive Altruism, Mentalizing, and Signaling","American Economic Journal: Microeconomics","Hopkins_2014","article"
"462","10.1257/mic.6.4.326","https://doi.org/10.1257%2Fmic.6.4.326","2014","nov","American Economic Association","6","4","326--361","David A. Miller and Kareen Rozen","Wasteful Sanctions, Underperformance, and Endogenous Supervision","American Economic Journal: Microeconomics","Miller_2014","article"
"463","10.1257/mic.6.2.131","https://doi.org/10.1257%2Fmic.6.2.131","2014","may","American Economic Association","6","2","131--162","Felix Kubler and Larry Selden and Xiao Wei","When Is a Risky Asset {\textquotedblleft}Urgently Needed{\textquotedblright}?","American Economic Journal: Microeconomics","Kubler_2014","article"
"464","10.1257/mic.6.1.1","https://doi.org/10.1257%2Fmic.6.1.1","2014","feb","American Economic Association","6","1","1--4","Alvaro Sandroni","At Least Do No Harm: The Use of Scarce Data","American Economic Journal: Microeconomics","Sandroni_2014","article"
"465","10.1257/aer.20150491","https://doi.org/10.1257%2Faer.20150491","2017","nov","American Economic Association","107","11","3415--3446","Aditya Aladangady","Housing Wealth and Consumption: Evidence from Geographically Linked Microdata","American Economic Review","Aladangady_2017","article"
"466","10.1257/aer.20151551","https://doi.org/10.1257%2Faer.20151551","2017","nov","American Economic Association","107","11","3477--3509","Javier Cravino and Andrei A. Levchenko","The Distributional Consequences of Large Devaluations","American Economic Review","Cravino_2017","article"
"467","10.1257/aer.20130817","https://doi.org/10.1257%2Faer.20130817","2017","dec","American Economic Association","107","12","3788--3834","Emmanuel Farhi and Iv{\'{a}}n Werning","Fiscal Unions","American Economic Review","Farhi_2017","article"
"468","10.1257/aer.20160175","https://doi.org/10.1257%2Faer.20160175","2017","dec","American Economic Association","107","12","3835--3874","Monika Mr{\'{a}}zov{\'{a}} and J. Peter Neary","Not So Demanding: Demand Structure and Firm Behavior","American Economic Review","Mr_zov__2017","article"
"469","10.1257/aer.20131496","https://doi.org/10.1257%2Faer.20131496","2017","dec","American Economic Association","107","12","3875--3916","Shigeru Fujita and Giuseppe Moscarini","Recall and Unemployment","American Economic Review","Fujita_2017","article"
"470","10.1257/aer.20151589","https://doi.org/10.1257%2Faer.20151589","2017","dec","American Economic Association","107","12","3917--3946","David Cesarini and Erik Lindqvist and Matthew J. Notowidigdo and Robert Östling","The Effect of Wealth on Individual and Household Labor Supply: Evidence from Swedish Lotteries","American Economic Review","Cesarini_2017","article"
"471","10.1257/aer.20131296","https://doi.org/10.1257%2Faer.20131296","2017","nov","American Economic Association","107","11","3510--3549","Jeffrey B. Liebman and Neale Mahoney","Do Expiring Budgets Lead to Wasteful Year-End Spending? Evidence from Federal Procurement","American Economic Review","Liebman_2017","article"
"472","10.1257/aer.20141313","https://doi.org/10.1257%2Faer.20141313","2017","nov","American Economic Association","107","11","3550--3588","Marco Di Maggio and Amir Kermani and Benjamin J. Keys and Tomasz Piskorski and Rodney Ramcharan and Amit Seru and Vincent Yao","Interest Rate Pass-Through: Mortgage Rates, Household Consumption, and Voluntary Deleveraging","American Economic Review","Di_Maggio_2017","article"
"473","10.1257/aer.20160665","https://doi.org/10.1257%2Faer.20160665","2017","nov","American Economic Association","107","11","3589--3616","In-Koo Cho and Kenneth Kasa","Gresham{\textquotesingle}s Law of Model Averaging","American Economic Review","Cho_2017","article"
"474","10.1257/aer.20151425","https://doi.org/10.1257%2Faer.20151425","2017","dec","American Economic Association","107","12","3635--3689","Atila Abdulkadiro{\u{g}}lu and Nikhil Agarwal and Parag A. Pathak","The Welfare Effects of Coordinated Assignment: Evidence from the New York City High School Match","American Economic Review","Abdulkadiro_lu_2017","article"
"475","10.1257/aer.20161500","https://doi.org/10.1257%2Faer.20161500","2017","dec","American Economic Association","107","12","3722--3759","Alexandre Mas and Amanda Pallais","Valuing Alternative Work Arrangements","American Economic Review","Mas_2017","article"
"476","10.1257/aer.20130711","https://doi.org/10.1257%2Faer.20130711","2017","dec","American Economic Association","107","12","3760--3787","Judd B. Kessler","Announcements of Support and Public Good Provision","American Economic Review","Kessler_2017","article"
"477","10.1257/aer.20150635","https://doi.org/10.1257%2Faer.20150635","2017","jan","American Economic Association","107","1","1--30","Julien Gagnon and Sanjeev Goyal","Networks, Markets, and Inequality","American Economic Review","Gagnon_2017","article"
"478","10.1257/aer.20141127","https://doi.org/10.1257%2Faer.20141127","2017","jan","American Economic Association","107","1","249--282","Yuriy Gorodnichenko and Oleksandr Talavera","Price Setting in Online Markets: Basic Facts, International Comparisons, and Cross-Border Integration","American Economic Review","Gorodnichenko_2017","article"
"479","10.1257/aer.20120942","https://doi.org/10.1257%2Faer.20120942","2017","feb","American Economic Association","107","2","457--492","Raymond Fisman and Daniel Paravisini and Vikrant Vig","Cultural Proximity and Loan Outcomes","American Economic Review","Fisman_2017","article"
"480","10.1257/aer.20140890","https://doi.org/10.1257%2Faer.20140890","2017","feb","American Economic Association","107","2","493--526","Ulrike Malmendier and Klaus M. Schmidt","You Owe Me","American Economic Review","Malmendier_2017","article"
"481","10.1257/aer.20150913","https://doi.org/10.1257%2Faer.20150913","2017","mar","American Economic Association","107","3","690--713","Sergiu Hart and Ilan Kremer and Motty Perry","Evidence Games: Truth and Commitment","American Economic Review","Hart_2017","article"
"482","10.1257/aer.20150540","https://doi.org/10.1257%2Faer.20150540","2017","mar","American Economic Association","107","3","858--896","Manolis Galenianos and Alessandro Gavazza","A Structural Model of the Retail Market for Illicit Drugs","American Economic Review","Galenianos_2017","article"
"483","10.1257/aer.20140605","https://doi.org/10.1257%2Faer.20140605","2017","mar","American Economic Association","107","3","931--965","Justin P. Johnson","Unplanned Purchases and Retail Competition","American Economic Review","Johnson_2017","article"
"484","10.1257/aer.20140782","https://doi.org/10.1257%2Faer.20140782","2017","apr","American Economic Association","107","4","1005--1029","Tri Vi Dang and Gary Gorton and Bengt Holmström and Guillermo Ordo{\~{n}}ez","Banks as Secret Keepers","American Economic Review","Dang_2017","article"
"485","10.1257/aer.20110433","https://doi.org/10.1257%2Faer.20110433","2017","apr","American Economic Association","107","4","1059--1103","Tarek A. Hassan and Thomas M. Mertens","The Social Cost of Near-Rational Investment","American Economic Review","Hassan_2017","article"
"486","10.1257/aer.20160913","https://doi.org/10.1257%2Faer.20160913","2017","apr","American Economic Association","107","4","1362--1364","Battal Do{\u{g}}an","How to Control Controlled School Choice: Comment","American Economic Review","Do_an_2017","article"
"487","10.1257/aer.20131057","https://doi.org/10.1257%2Faer.20131057","2017","jun","American Economic Association","107","6","1399--1429","Stephan Lauermann and Asher Wolinsky","Bidder Solicitation, Adverse Selection, and the Failure of Competition","American Economic Review","Lauermann_2017","article"
"488","10.1257/aer.20151700","https://doi.org/10.1257%2Faer.20151700","2017","jun","American Economic Association","107","6","1430--1476","Roland Strausz","A Theory of Crowdfunding: A Mechanism Design Approach with Demand Uncertainty and Moral Hazard","American Economic Review","Strausz_2017","article"
"489","10.1257/aer.20141524","https://doi.org/10.1257%2Faer.20141524","2017","jun","American Economic Association","107","6","1638--1655","Sharon Belenzon and Aaron K. Chatterji and Brendan Daley","Eponymous Entrepreneurs","American Economic Review","Belenzon_2017","article"
"490","10.1257/aer.20141440","https://doi.org/10.1257%2Faer.20141440","2017","jun","American Economic Association","107","6","1656--1684","Jesse Rothstein","Measuring the Impacts of Teachers: Comment","American Economic Review","Rothstein_2017","article"
"491","10.1257/aer.20170108","https://doi.org/10.1257%2Faer.20170108","2017","jun","American Economic Association","107","6","1685--1717","Raj Chetty and John N. Friedman and Jonah E. Rockoff","Measuring the Impacts of Teachers: Reply","American Economic Review","Chetty_2017","article"
"492","10.1257/aer.107.7.1731","https://doi.org/10.1257%2Faer.107.7.1731","2017","jul","American Economic Association","107","7","1731--1752","Oliver Hart","Incomplete Contracts and Control","American Economic Review","Hart_2017","article"
"493","10.1257/aer.20150566","https://doi.org/10.1257%2Faer.20150566","2017","jul","American Economic Association","107","7","1824--1857","Holger Sieg and Chamna Yoon","Estimating Dynamic Games of Electoral Competition to Evaluate Term Limits in {US} Gubernatorial Elections","American Economic Review","Sieg_2017","article"
"494","10.1257/aer.20151710","https://doi.org/10.1257%2Faer.20151710","2017","jul","American Economic Association","107","7","2041--2071","Özlem Bedre-Defolie and Gary Biglaiser","Contracts as a Barrier to Entry in Markets with Nonpivotal Buyers","American Economic Review","Bedre_Defolie_2017","article"
"495","10.1257/aer.20160145","https://doi.org/10.1257%2Faer.20160145","2017","jul","American Economic Association","107","7","2072--2080","Anne-Katrin Roesler and Bal{\'{a}}zs Szentes","Buyer-Optimal Learning and Monopoly Pricing","American Economic Review","Roesler_2017","article"
